pl_name,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,pl_rade
TOI-5126 c,1,2,17.8999,0.0018,-0.0013,0,0.1439,0.0019,-0.0018,0,,,,,,,,,0.0,,,0.0,F V,6150.0,110.0,-130.0,0,1.241,0.032,-0.027,0,1.24,0.05,-0.046,0,0.18,0.13,-0.13,0.0,[Fe/H],4.224,0.051,-0.062,0.0,10.141,0.006,-0.006,8.777,0.018,-0.018,9.93629,0.001181,-0.001181,3.86
TOI-5143 c,1,1,5.2097118,3.2e-06,-3.9e-06,0,0.05602,0.00082,-0.00079,0,,,,,,,,,,,,,K V,5183.0,125.0,-125.0,0,0.852,0.02,-0.02,0,0.864,0.04,-0.033,0,0.107,0.044,-0.044,0.0,[Fe/H],4.514,0.029,-0.027,0.0,11.935,0.029,-0.029,9.98,0.019,-0.019,11.8113,0.001085,-0.001085,16.25302201
TOI-5153 b,1,1,20.33003,7e-05,-7e-05,0,0.158,0.006,-0.006,0,1036.120607,57.20911326,-54.03082919,0.0,3.26,0.18,-0.17,0.0,0.091,0.024,-0.026,0.0,F8 V,6300.0,80.0,-80.0,0,1.4,0.04,-0.04,0,1.24,0.07,-0.07,0,0.12,0.08,-0.08,0.0,[Fe/H],4.3,0.15,-0.15,0.0,11.932,0.022,-0.022,10.408,0.019,-0.019,11.5779,0.000363,-0.000363,11.88151954
TOI-519 b,1,1,1.2652328,5e-07,-5e-07,0,0.0159,0.0001,-0.0001,0,147.1545524,26.06192937,-27.96889982,0.0,0.463,0.082,-0.088,0.0,0.33,,,1.0,M V,3322.0,49.0,-49.0,0,0.35,0.01,-0.01,0,0.335,0.008,-0.008,0,0.27,0.09,-0.09,0.0,[Fe/H],4.87,0.03,-0.03,0.0,17.35,0.2,-0.2,11.951,0.024,-0.024,15.7067,0.000437,-0.000437,11.54525012
TOI-5205 b,1,1,1.630757,1e-06,-1e-06,0,0.0199,0.0002,-0.0002,0,343.0,18.0,-17.0,0.0,1.08,0.06,-0.06,0.0,0.02,0.02,-0.014,0.0,M4.0,3430.0,54.0,-54.0,0,0.394,0.011,-0.011,0,0.392,0.015,-0.015,0,0.0,,,0.0,[Fe/H],4.84,0.03,-0.03,0.0,15.899,1.03,-1.03,11.006,0.023,-0.023,14.9317,0.00164,-0.00164,11.6
TOI-521 b,1,1,1.54285047,1e-06,-8e-07,0,0.0195,0.0003,-0.0003,0,5.3,1.0,-1.0,0.0,0.01667566,0.00314635,-0.00314635,0.0,0.0,,,0.0,M3,3544.0,100.0,-100.0,0,0.421,0.028,-0.028,0,0.42,0.03,-0.03,0,-0.12,0.08,-0.08,0.0,[Fe/H],4.97,0.1,-0.1,0.0,14.691,0.066,-0.066,10.089,0.019,-0.019,13.5861,0.000364,-0.000364,1.98
TOI-5292 A b,1,1,2.02191,3e-06,-3e-06,0,0.0279,0.0013,-0.0013,0,412.8591007,25.74410097,-23.51930212,0.0,1.299,0.081,-0.074,0.0,0.034,0.024,-0.02,0.0,M0&plusmn;0.5,3919.0,80.0,-80.0,0,0.611,0.019,-0.019,0,0.596,0.013,-0.013,0,0.33,0.14,-0.14,0.0,[Fe/H],4.642,0.029,-0.029,0.0,16.416,0.206,-0.206,12.777,0.023,-0.023,15.9091,0.000724,-0.000724,12.64373023
TOI-5293 A b,2,1,2.930289,4e-06,-4e-06,0,0.034,0.004,-0.003,0,170.4,21.8,-21.9,0.0,0.54,0.07,-0.07,0.0,0.38,,,1.0,M3+/-1,3586.0,88.0,-88.0,0,0.52,0.02,-0.01,0,0.54,0.02,-0.02,0,-0.03,0.12,-0.12,0.0,[Fe/H],4.77,0.05,-0.05,0.0,16.19,1.133,-1.133,11.639,0.035,-0.035,14.9816,0.000555,-0.000555,11.9
TOI-530 b,1,1,6.387597,1.9e-05,-1.8e-05,0,0.052,0.005,-0.004,0,127.1313628,28.60455663,-31.7828407,0.0,0.4,0.09,-0.1,0.0,0.0,,,0.0,M0.5 V,3659.0,120.0,-120.0,0,0.54,0.03,-0.03,0,0.53,0.02,-0.02,0,0.376,0.095,-0.095,0.0,[Fe/H],4.7,0.03,-0.03,0.0,15.403,0.136,-0.136,11.238,0.02,-0.02,14.6439,0.000567,-0.000567,9.30345398
TOI-5300 b,1,1,2.262196,3e-06,-3e-06,0,0.0295,0.0003,-0.0003,0,190.6970442,31.7828407,-31.7828407,0.0,0.6,0.1,-0.1,0.0,0.0,,,0.0,K4 V,4610.0,207.0,-207.0,0,0.65,0.06,-0.06,0,0.67,0.02,-0.02,0,-0.17,0.07,-0.07,0.0,[Fe/H],4.64,0.08,-0.08,0.0,13.869,0.263,-0.263,10.568,0.021,-0.021,13.2333,0.000735,-0.000735,9.86390302
TOI-5319 b,1,1,4.07853,8e-06,-8e-06,0,0.0506,0.0025,-0.006,0,,,,,,,,,,,,,M,3580.0,124.25,-124.25,0,0.485,0.067,-0.067,0,0.5,0.096,-0.096,0,,,,,,4.5,,,-1.0,13.947,0.018,-0.018,9.553001,0.029,-0.029,13.1344,0.000778,-0.000778,2.83
TOI-5349 b,1,1,3.317921,2e-06,-2e-06,0,0.0369,0.0004,-0.0004,0,127.4,5.8,-5.5,0.0,0.4,0.02,-0.02,0.0,0.03,0.03,-0.02,0.0,M1+/-0.5,3751.0,59.0,-59.0,0,0.58,0.01,-0.01,0,0.61,0.02,-0.02,0,0.5,0.16,-0.16,0.0,[Fe/H],4.72,0.04,-0.04,0.0,15.685,0.046,-0.046,11.514,0.017,-0.017,14.8907,0.000672,-0.000672,10.2
TOI-5398 b,1,2,10.590547,1.2e-05,-1.1e-05,0,0.098,0.005,-0.005,0,58.7,5.7,-5.6,0.0,0.18469085,0.01793421,-0.01761957,0.0,0.13,,,1.0,G V,6000.0,75.0,-75.0,0,1.051,0.013,-0.013,0,1.146,0.013,-0.013,0,0.09,0.06,-0.06,0.0,[Fe/H],4.44,0.1,-0.1,0.0,10.059,0.005,-0.005,8.713,0.018,-0.018,9.98233,0.000636,-0.000636,10.3
TOI-5398 c,1,2,4.77271,0.00016,-0.00014,0,0.057,0.003,-0.003,0,11.8,4.8,-4.7,0.0,0.03712695,0.01510249,-0.01478785,0.0,0.14,,,1.0,G V,6000.0,75.0,-75.0,0,1.051,0.013,-0.013,0,1.146,0.013,-0.013,0,0.09,0.06,-0.06,0.0,[Fe/H],4.44,0.1,-0.1,0.0,10.059,0.005,-0.005,8.713,0.018,-0.018,9.98233,0.000636,-0.000636,3.52
TOI-540 b,1,1,1.2391491,1.7e-06,-1.7e-06,0,0.01223,0.00036,-0.00036,0,,,,,,,,,0.0,,,0.0,M V,3216.0,83.0,-83.0,0,0.1895,0.0079,-0.0079,0,0.159,0.014,-0.014,0,,,,,,,,,,14.823,0.149,-0.149,8.9,0.021,-0.021,12.8938,0.000481,-0.000481,0.903
TOI-5542 b,1,1,75.12375,0.00019,-0.00018,0,0.332,0.016,-0.016,0,419.5334972,31.7828407,-31.7828407,0.0,1.32,0.1,-0.1,0.0,0.018,0.026,-0.013,0.0,G3 V,5700.0,80.0,-80.0,0,1.058,0.036,-0.036,0,0.89,0.056,-0.031,0,-0.21,0.08,-0.08,0.0,[Fe/H],4.2,0.2,-0.2,0.0,12.42,0.046,-0.046,10.897,0.021,-0.021,12.2819,0.000189,-0.000189,11.30986153
TOI-558 b,1,1,14.574071,2.6e-05,-2.6e-05,0,0.1291,0.002,-0.0021,0,1147.360549,47.67426105,-47.67426105,0.0,3.61,0.15,-0.15,0.0,0.298,0.022,-0.02,0.0,F V,6466.0,95.0,-93.0,0,1.496,0.042,-0.04,0,1.349,0.064,-0.065,0,-0.004,0.059,-0.055,0.0,[Fe/H],4.218,0.03,-0.031,0.0,11.233,0.013,-0.013,10.262,0.023,-0.023,11.3253,0.000593,-0.000593,12.17295304
TOI-559 b,1,1,6.9839095,5.1e-06,-5.1e-06,0,0.0723,0.0013,-0.0013,0,1910.148726,76.27881768,-73.10053361,0.0,6.01,0.24,-0.23,0.0,0.151,0.012,-0.011,0.0,G V,5925.0,85.0,-76.0,0,1.233,0.028,-0.026,0,1.026,0.057,-0.057,0,-0.069,0.065,-0.079,0.0,[Fe/H],4.268,0.024,-0.028,0.0,11.091,0.007,-0.007,9.638,0.024,-0.024,10.9777,0.000405,-0.000405,12.22899794
TOI-561 b,1,4,0.446578,1.7e-05,-1.7e-05,0,0.01055,8e-05,-8e-05,0,1.59,0.36,-0.36,0.0,0.00500267,0.00113268,-0.00113268,0.0,0.0,,,0.0,G9 V,5455.0,65.0,-47.0,0,0.849,0.007,-0.007,0,0.785,0.018,-0.018,0,-0.33,0.1,-0.05,0.0,[Fe/H],4.47,0.01,-0.01,0.0,10.252,0.006,-0.006,8.394,0.019,-0.019,10.0128,0.000278,-0.000278,1.397
TOI-561 c,1,4,10.779,0.004,-0.004,0,0.08809,0.0007,-0.0007,0,5.4,0.98,-0.98,0.0,0.01699021,0.00308341,-0.00308341,0.0,0.06,0.067,-0.042,0.0,G9 V,5455.0,65.0,-47.0,0,0.849,0.007,-0.007,0,0.785,0.018,-0.018,0,-0.33,0.1,-0.05,0.0,[Fe/H],4.47,0.01,-0.01,0.0,10.252,0.006,-0.006,8.394,0.019,-0.019,10.0128,0.000278,-0.000278,2.865
TOI-561 d,1,4,25.7124,0.0001,-0.0002,0,0.158,0.002,-0.002,0,13.2,1.0,-0.9,0.0,0.04153184,0.00314635,-0.00283172,0.0,0.122,0.054,-0.048,0.0,G9 V,5372.0,70.0,-70.0,0,0.843,0.005,-0.005,0,0.806,0.036,-0.036,0,-0.4,0.05,-0.05,0.0,[Fe/H],4.5,0.12,-0.12,0.0,10.252,0.006,-0.006,8.394,0.019,-0.019,10.0128,0.000278,-0.000278,2.615
TOI-561 e,1,4,77.03,0.25,-0.24,0,0.328,0.003,-0.003,0,12.6,1.4,-1.4,0.0,0.03964403,0.00440489,-0.00440489,0.0,0.079,0.058,-0.05,0.0,G9 V,5372.0,70.0,-70.0,0,0.843,0.005,-0.005,0,0.806,0.036,-0.036,0,-0.4,0.05,-0.05,0.0,[Fe/H],4.5,0.12,-0.12,0.0,10.252,0.006,-0.006,8.394,0.019,-0.019,10.0128,0.000278,-0.000278,2.517
TOI-5678 b,1,1,47.73022,0.00014,-0.00013,0,0.249,0.005,-0.005,0,20.0,4.0,-4.0,0.0,0.06292704,0.01258541,-0.01258541,0.0,0.14,0.07,-0.07,0.0,G7 V,5485.0,63.0,-63.0,0,0.938,0.007,-0.007,0,0.905,0.039,-0.041,0,0.0,0.01,-0.01,0.0,[Fe/H],4.34,0.11,-0.11,0.0,11.438,0.012,-0.012,9.563,0.019,-0.019,11.1483,0.000401,-0.000401,4.91
TOI-5713 b,1,1,10.441989,1.5e-05,-1.4e-05,0,0.06008,0.00046,-0.00046,0,,,,,,,,,0.24,0.4,-0.17,0.0,M3.5+/-0.5,3225.0,41.0,-40.0,0,0.2992,0.0073,-0.0072,0,0.2653,0.0061,-0.0061,0,-0.03,0.13,-0.13,0.0,[Fe/H],4.91,0.023,-0.022,0.0,15.355,0.018,-0.018,10.217,0.016,-0.016,14.0104,0.000528,-0.000528,1.77
TOI-5720 b,1,1,1.4344555,3.6e-06,-3.6e-06,0,0.018288,0.000279,-0.000279,0,4.3,,,1.0,0.01352931,,,1.0,,,,,M3.5 +/- 1.0,3325.0,75.0,-75.0,0,0.383,0.018,-0.018,0,0.383,0.019,-0.019,0,0.03,0.2,-0.2,0.0,[Fe/H],5.01,0.04,-0.04,0.0,13.847,0.043,-0.043,9.288,0.015,-0.015,12.8215,0.000608,-0.000608,1.09
TOI-5734 b,1,1,6.1841876,8e-06,-9.4e-06,0,0.05921,0.00024,-0.00024,0,9.1,2.6,-2.6,0.0,0.0286318,0.00818051,-0.00818051,0.0,,,,,K3-K4 V,4750.0,100.0,-100.0,0,0.639,0.034,-0.034,0,0.724,0.009,-0.009,0,-0.13,0.03,-0.03,0.0,[Fe/H],4.66,0.06,-0.06,0.0,9.613,0.006,-0.006,6.987,0.016,-0.016,9.19044,0.000483,-0.000483,2.1
TOI-5789 b,1,4,2.76369,0.00096,-0.00096,0,0.03608,0.00045,-0.00045,0,2.12,0.28,-0.28,0.0,0.00667027,0.00088098,-0.00088098,0.0,0.0,,,0.0,K1 V,5185.0,80.0,-80.0,0,0.833,0.023,-0.023,0,0.821,0.032,-0.027,0,-0.12,0.08,-0.08,0.0,[Fe/H],4.511,0.026,-0.024,0.0,7.35063,0.023,-0.023,5.35,0.024,-0.024,7.09999,0.000148,-0.000148,1.26
TOI-5789 c,1,4,12.927748,1.6e-05,-1.6e-05,0,0.1009,0.0013,-0.0013,0,5.0,0.5,-0.5,0.0,0.01573176,0.00157318,-0.00157318,0.0,0.067,,,1.0,K1 V,5185.0,80.0,-80.0,0,0.833,0.023,-0.023,0,0.821,0.032,-0.027,0,-0.12,0.08,-0.08,0.0,[Fe/H],4.511,0.026,-0.024,0.0,7.35063,0.023,-0.023,5.35,0.024,-0.024,7.09999,0.000148,-0.000148,2.86
TOI-5789 d,1,4,29.65,0.12,-0.12,0,0.1756,0.0023,-0.0023,0,4.29,0.68,-0.68,0.0,0.01349785,0.00213952,-0.00213952,0.0,0.096,,,1.0,K1 V,5185.0,80.0,-80.0,0,0.833,0.023,-0.023,0,0.821,0.032,-0.027,0,-0.12,0.08,-0.08,0.0,[Fe/H],4.511,0.026,-0.024,0.0,7.35063,0.023,-0.023,5.35,0.024,-0.024,7.09999,0.000148,-0.000148,1.91
TOI-5789 e,1,4,62.98,0.22,-0.22,0,0.2901,0.0037,-0.0037,0,11.61,0.97,-0.97,0.0,0.03652915,0.00305196,-0.00305196,0.0,0.071,,,1.0,K1 V,5185.0,80.0,-80.0,0,0.833,0.023,-0.023,0,0.821,0.032,-0.027,0,-0.12,0.08,-0.08,0.0,[Fe/H],4.511,0.026,-0.024,0.0,7.35063,0.023,-0.023,5.35,0.024,-0.024,7.09999,0.000148,-0.000148,3.43
TOI-5795 b,1,1,6.1406325,5.4e-06,-5.4e-06,0,0.064,0.002,-0.002,0,23.66,4.09,-4.61,0.0,0.07444269,0.01286858,-0.01450468,0.0,0.25,,,1.0,G3 V,5715.0,55.0,-55.0,0,1.082,0.026,-0.026,0,0.901,0.055,-0.037,0,-0.27,0.07,-0.07,0.0,[Fe/H],4.32,0.13,-0.13,0.0,10.708,0.009,-0.009,9.168,0.021,-0.021,10.6376,0.000361,-0.000361,5.62
TOI-5799 b,1,2,4.164507,5e-06,-6e-06,0,0.0348,0.001,-0.0011,0,,,,,,,,,,,,,M2 V,3452.0,96.0,-96.0,0,0.321,0.014,-0.014,0,0.325,0.03,-0.03,0,0.01,0.16,-0.17,0.0,[Fe/H],4.936,0.034,-0.035,0.0,13.29,0.077,-0.077,8.952,0.021,-0.021,12.3212,0.000266,-0.000266,1.733
TOI-5799 c,1,2,14.010449,5.6e-05,-4.6e-05,0,0.0782,0.0023,-0.0025,0,,,,,,,,,,,,,M2 V,3452.0,96.0,-96.0,0,0.321,0.014,-0.014,0,0.325,0.03,-0.03,0,0.01,0.16,-0.17,0.0,[Fe/H],4.936,0.034,-0.035,0.0,13.29,0.077,-0.077,8.952,0.021,-0.021,12.3212,0.000266,-0.000266,1.76
TOI-5800 b,1,1,2.627882,5e-06,-5e-06,0,0.0345,0.0007,-0.0007,0,10.8,1.3,-1.4,0.0,0.0339806,0.00409026,-0.00440489,0.0,0.39,0.07,-0.07,0.0,K3 V,4830.0,50.0,-50.0,0,0.8,0.01,-0.01,0,0.79,0.05,-0.02,0,0.02,0.08,-0.08,0.0,[m/H],,,,,9.553001,0.005,-0.005,7.191,0.02,-0.02,9.21824,0.000166,-0.000166,2.46
TOI-5817 b,2,1,15.61031,0.00012,-0.0001,0,0.1223,0.006,-0.006,0,10.3,1.4,-1.3,0.0,0.03240742,0.00440489,-0.00409026,0.0,0.2,,,1.0,G2 IV-V,5770.0,50.0,-50.0,0,1.427,0.043,-0.04,0,0.97,0.072,-0.055,0,-0.24,0.09,-0.09,0.0,[Fe/H],4.12,0.04,-0.04,0.0,8.64,0.03,-0.03,7.084,0.023,-0.023,8.48343,0.000239,-0.000239,3.08
TOI-5916 b,1,1,2.367128,1e-06,-1e-06,0,0.0262,0.0021,-0.0029,0,226.6116542,76.59664609,-36.2324384,0.0,0.713,0.241,-0.114,0.0,0.09,0.114,-0.062,0.0,M2&plusmn;0.5,3613.0,80.0,-80.0,0,0.48,0.015,-0.015,0,0.477,0.011,-0.011,0,0.09,0.14,-0.14,0.0,[Fe/H],4.755,0.029,-0.029,0.0,16.602,0.057,-0.057,12.235,0.029,-0.029,15.6925,0.000778,-0.000778,11.35469745
TOI-6002 b,1,1,10.904821,2.1e-05,-1.8e-05,0,0.05722,0.00044,-0.00044,0,,,,,,,,,0.15,0.42,-0.11,0.0,M3.5+/-0.5,3229.0,77.0,-57.0,0,0.2432,0.0063,-0.0065,0,0.2101,0.0049,-0.0048,0,-0.18,0.12,-0.12,0.0,[Fe/H],4.989,0.025,-0.024,0.0,14.6,0.2,-0.2,10.175,0.019,-0.019,13.9558,0.000419,-0.000419,1.65
TOI-6008 b,1,1,0.8574347,4.24e-05,-4.24e-05,0,0.010777,0.000162,-0.000162,0,4.0,,,1.0,0.01258541,,,1.0,,,,,M5.0,3075.0,75.0,-75.0,0,0.242,0.013,-0.013,0,0.23,0.011,-0.011,0,0.3,,,1.0,[Fe/H],5.01,0.02,-0.02,0.0,15.97,0.2,-0.2,9.541,0.018,-0.018,13.7122,0.00055,-0.00055,1.03
TOI-6016 b,1,1,4.023687,3e-06,-3e-06,0,0.055,0.002,-0.002,0,371.8592362,28.60455663,-28.60455663,0.0,1.17,0.09,-0.09,0.0,0.0,,,0.0,F,6110.0,50.0,-50.0,0,1.51,0.03,-0.03,0,1.31,0.08,-0.08,0,0.28,0.06,-0.06,0.0,[Fe/H],4.19,0.08,-0.08,0.0,11.886,0.029,-0.029,10.224,0.016,-0.016,11.9184,0.000199,-0.000199,13.67495645
TOI-6041 b,1,2,26.04945,0.00033,-0.00034,0,0.1651,0.0026,-0.0022,0,28.9,,,1.0,0.09092957,,,1.0,,,,,G7,5445.0,97.0,-96.0,0,0.879,0.026,-0.026,0,0.885,0.042,-0.036,0,0.104,0.069,-0.068,0.0,[Fe/H],4.498,0.031,-0.03,0.0,9.838,0.004,-0.004,8.061,0.014,-0.014,9.70942,0.000372,-0.000372,4.55
TOI-6041 c,1,2,88.0,1.6,-1.3,0,0.3721,0.0067,-0.0063,0,77.9,9.2,-8.9,0.0,0.24510081,0.02894644,-0.02800253,0.0,,,,,G7,5445.0,97.0,-96.0,0,0.879,0.026,-0.026,0,0.885,0.042,-0.036,0,0.104,0.069,-0.068,0.0,[Fe/H],4.498,0.031,-0.03,0.0,9.838,0.004,-0.004,8.061,0.014,-0.014,9.70942,0.000372,-0.000372,10.5
TOI-6086 b,1,1,1.3888725,8.27e-05,-8.27e-05,0,0.01541,0.00024,-0.00024,0,,,,,,,,,,,,,M3.0,3200.0,75.0,-75.0,0,0.259,0.013,-0.013,0,0.254,0.013,-0.013,0,0.11,0.2,-0.2,0.0,[Fe/H],5.01,0.02,-0.02,0.0,14.981,0.063,-0.063,9.989,0.019,-0.019,13.6971,0.000663,-0.000663,1.18
TOI-6109 b,1,2,5.690476,4e-06,-4e-06,0,0.0599,0.0007,-0.0004,0,,,,,,,,,,,,,G3,5660.0,50.0,-50.0,0,1.021,0.038,-0.038,0,1.03,0.05,-0.05,0,,,,,,4.45,0.1,-0.1,0.0,11.05,0.01,-0.01,9.251,0.022,-0.022,10.8316,0.004236,-0.004236,4.8704
TOI-6109 c,1,2,8.538878,6e-06,-5e-06,0,0.0786,0.0005,-0.0003,0,,,,,,,,,,,,,G3,5660.0,50.0,-50.0,0,1.021,0.038,-0.038,0,1.03,0.05,-0.05,0,,,,,,4.45,0.1,-0.1,0.0,11.05,0.01,-0.01,9.251,0.022,-0.022,10.8316,0.004236,-0.004236,4.8326
TOI-6130 b,1,1,2.392679,2e-06,-2e-06,0,0.036,0.002,-0.002,0,333.7198274,19.06970442,-19.06970442,0.0,1.05,0.06,-0.06,0.0,0.036,0.018,-0.018,0.0,F,6110.0,50.0,-50.0,0,1.51,0.03,-0.03,0,1.31,0.08,-0.08,0,0.28,0.06,-0.06,0.0,[Fe/H],4.19,0.08,-0.08,0.0,11.21,0.011,-0.011,9.655,0.018,-0.018,10.9775,0.000588,-0.000588,14.3474953
TOI-615 b,1,1,4.6615983,2.5e-06,-1.6e-06,0,0.0678,0.0031,-0.0026,0,138.2553571,27.333243,-26.06192937,0.0,0.435,0.086,-0.082,0.0,0.39,,,1.0,F2 V,6850.0,100.0,-100.0,0,1.732,0.055,-0.055,0,1.449,0.087,-0.087,0,-0.1,0.07,-0.07,0.0,[Fe/H],4.2,0.2,-0.2,0.0,10.825,0.008,-0.008,9.669,0.021,-0.021,10.5775,0.000301,-0.000301,18.97680433
TOI-620 b,1,1,5.0988179,4.5e-06,-4.6e-06,0,0.04825,0.00065,-0.00066,0,,,,,,,,,0.22,0.28,-0.12,0.0,M2.5 V,3708.0,57.0,-56.0,0,0.55,0.017,-0.017,0,0.577,0.024,-0.023,0,0.35,0.11,-0.12,0.0,[Fe/H],4.718,0.024,-0.025,0.0,12.262,0.024,-0.024,7.954,0.027,-0.027,11.3104,0.00129,-0.00129,3.76
TOI-622 b,1,1,6.402513,3.1e-05,-5.4e-05,0,0.0708,0.0052,-0.0059,0,96.30200732,21.93016008,-22.8836453,0.0,0.303,0.069,-0.072,0.0,0.42,,,1.0,F6 V,6400.0,100.0,-100.0,0,1.415,0.047,-0.047,0,1.313,0.079,-0.079,0,0.09,0.07,-0.07,0.0,[Fe/H],4.2,0.2,-0.2,0.0,8.995,0.002,-0.002,7.858,0.023,-0.023,8.89103,0.00028,-0.00028,9.2362001
TOI-6223 b,1,1,3.855219,4e-06,-4e-06,0,0.04018,0.00061,-0.00062,0,,,,,,,,,,,,,M0 V,3895.0,44.0,-44.0,0,0.576,0.022,-0.022,0,0.582,0.027,-0.027,0,-0.12,0.14,-0.15,0.0,[Fe/H],4.682,0.025,-0.024,0.0,14.22,0.103,-0.103,10.689,0.021,-0.021,13.6201,0.000285,-0.000285,5.07
TOI-6383 A b,2,1,1.79058695,8.7e-07,-8.6e-07,0,0.02292,0.00037,-0.00037,0,331.0,30.0,-30.0,0.0,1.04,0.094,-0.094,0.0,0.05,0.042,-0.033,0.0,M3,3444.0,88.0,-88.0,0,0.457,0.019,-0.019,0,0.458,0.011,-0.011,0,,,,,,4.81,0.05,-0.05,0.0,16.63,0.2,-0.2,12.087,0.021,-0.021,15.6628,0.000671,-0.000671,11.29
TOI-6478 b,2,1,34.005019,2.5e-05,-2.5e-05,0,0.1136,0.006,-0.006,0,,,,,,,,,,,,,M4.0+/-0.5,3230.0,75.0,-75.0,0,0.234,0.012,-0.012,0,0.23,0.007,-0.007,0,-0.53,0.13,-0.13,0.0,[Fe/H],5.016,0.005,-0.005,0.0,15.99,0.2,-0.2,10.657,0.021,-0.021,14.313,0.00069,-0.00069,4.6
TOI-654.01,1,1,1.527561,1e-06,-1e-06,0,0.01944,0.00015,-0.00015,0,8.71,1.25,-1.25,0.0,0.02740472,0.00393294,-0.00393294,0.0,0.0,,,0.0,M2 V,3521.0,33.0,-48.0,0,0.43,0.013,-0.013,0,0.419,0.009,-0.009,0,0.12,0.18,-0.18,0.0,[Fe/H],4.793,0.037,-0.036,0.0,14.54,0.1,-0.1,9.918,0.021,-0.021,13.4339,0.000547,-0.000547,2.378
TOI-663 b,1,3,2.598902,3.2e-06,-3e-06,0,0.0295,0.0011,-0.0011,0,4.45,0.63,-0.66,0.0,0.01400127,0.0019822,-0.00207659,0.0,,,,,M1 V,3681.0,70.0,-70.0,0,0.512,0.015,-0.015,0,0.514,0.012,-0.012,0,0.07,0.12,-0.12,0.0,[Fe/H],4.7266,0.0085,-0.0085,0.0,13.667,0.023,-0.023,9.607,0.021,-0.021,12.8191,0.000515,-0.000515,2.27
TOI-663 c,1,3,4.6955507,9.5e-06,-9.4e-06,0,0.0437,0.0016,-0.0016,0,3.65,0.97,-0.97,0.0,0.01148418,0.00305196,-0.00305196,0.0,,,,,M1 V,3681.0,70.0,-70.0,0,0.512,0.015,-0.015,0,0.514,0.012,-0.012,0,0.07,0.12,-0.12,0.0,[Fe/H],4.7266,0.0085,-0.0085,0.0,13.667,0.023,-0.023,9.607,0.021,-0.021,12.8191,0.000515,-0.000515,2.26
TOI-663 d,1,3,7.1027268,2.97e-05,-2.79e-05,0,0.0576,0.0021,-0.0022,0,5.2,,,1.0,0.01636103,,,1.0,,,,,M1 V,3681.0,70.0,-70.0,0,0.512,0.015,-0.015,0,0.514,0.012,-0.012,0,0.07,0.12,-0.12,0.0,[Fe/H],4.7266,0.0085,-0.0085,0.0,13.667,0.023,-0.023,9.607,0.021,-0.021,12.8191,0.000515,-0.000515,1.92
TOI-6695 b,1,2,80.389,0.003,-0.005,0,0.402,0.002,-0.002,0,66.74396547,3.17828407,-3.17828407,0.0,0.21,0.01,-0.01,0.0,0.04,0.006,-0.007,0.0,F5V-G0V,6400.0,100.0,-100.0,0,1.517,0.023,-0.022,0,1.338,0.023,-0.022,0,0.2,0.05,-0.05,0.0,[Fe/H],4.202,0.015,-0.015,0.0,10.768,0.008,-0.008,9.512,0.021,-0.021,10.7445,0.00024,-0.00024,9.52763359
TOI-6695 c,1,2,242.4,0.4,-0.3,0,0.838,0.005,-0.005,0,460.8511902,9.53485221,-9.53485221,0.0,1.45,0.03,-0.03,0.0,0.022,0.006,-0.007,0.0,F5V-G0V,6400.0,100.0,-100.0,0,1.517,0.023,-0.022,0,1.338,0.023,-0.022,0,0.2,0.05,-0.05,0.0,[Fe/H],4.202,0.015,-0.015,0.0,10.768,0.008,-0.008,9.512,0.021,-0.021,10.7445,0.00024,-0.00024,13.6
TOI-6716 b,1,1,4.7185898,5.4e-06,-4.1e-06,0,0.0319,0.0031,-0.0031,0,,,,,,,,,0.88,,,1.0,M4,3110.0,80.0,-80.0,0,0.231,0.015,-0.015,0,0.223,0.011,-0.011,0,0.0,0.5,-0.5,0.0,[Fe/H],5.06,0.06,-0.06,0.0,14.8,0.2,-0.2,9.196,0.021,-0.021,13.1269,0.000641,-0.000641,0.982
TOI-672 b,1,1,3.633581,1e-06,-1e-06,0,0.0376,0.0007,-0.0007,0,50.9,4.5,-4.4,0.0,0.16014931,0.01415858,-0.01384395,0.0,0.0,,,0.0,M0 V,3810.0,33.0,-33.0,0,0.54,0.03,-0.03,0,0.54,0.03,-0.03,0,-0.14,0.07,-0.07,0.0,[Fe/H],4.7,0.03,-0.03,0.0,13.576,0.026,-0.026,9.507,0.024,-0.024,12.7364,0.000378,-0.000378,5.31
