pl_name,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,pl_rade
HD 136352 d,1,3,107.1363,0.0019,-0.0024,0,0.4243,0.0092,-0.0092,0,8.66,0.9,-0.91,0.0,0.02724741,0.00283172,-0.00286318,0.0,,,,,G4 V,5664.0,61.0,-61.0,0,1.054,0.014,-0.014,0,0.876,0.026,-0.032,0,-0.34,0.04,-0.04,0.0,[Fe/H],4.39,0.11,-0.11,0.0,5.65,0.03,-0.03,4.159,0.036,-0.036,5.48495,0.0015675,-0.0015675,2.562
HD 137496 b,1,2,1.62116,7.91e-05,-8.06e-05,0,0.02732,0.00019,-0.00019,0,4.04,0.55,-0.55,0.0,0.01271126,0.00173049,-0.00173049,0.0,0.0,,,0.0,G,5799.0,61.0,-61.0,0,1.59,0.03,-0.03,0,1.04,0.02,-0.02,0,-0.03,0.04,-0.04,0.0,[Fe/H],4.05,0.1,-0.1,0.0,9.899,0.006,-0.006,8.244,0.036,-0.036,9.77168,0.000601,-0.000601,1.31
HD 137496 c,1,2,479.9,1.1,-1.0,0,1.2163,0.0087,-0.0088,0,2434.565598,34.96112477,-34.96112477,0.0,7.66,0.11,-0.11,0.0,0.477,0.004,-0.004,0.0,G,5799.0,61.0,-61.0,0,1.59,0.03,-0.03,0,1.04,0.02,-0.02,0,-0.03,0.04,-0.04,0.0,[Fe/H],4.05,0.1,-0.1,0.0,9.899,0.006,-0.006,8.244,0.036,-0.036,9.77168,0.000601,-0.000601,12.6
HD 13808 b,1,2,14.1815,0.0015,-0.0015,0,0.10519,0.00093,-0.0011,0,11.2,1.2,-0.66,0.0,0.03523896,0.0037756,-0.00207658,0.0,0.071,0.027,-0.047,0.0,K2 V,5035.0,50.0,-50.0,0,0.781,0.017,-0.022,0,0.771,0.022,-0.022,0,-0.21,0.02,-0.02,0.0,[Fe/H],,,,,8.36,0.03,-0.03,6.25,0.024,-0.024,8.11006,0.000272,-0.000272,3.35
HD 13808 c,1,2,53.753,0.05,-0.082,0,0.2554,0.0028,-0.0023,0,9.96,1.8,-0.96,0.0,0.03133751,0.0056634,-0.00302048,0.0,0.156,0.05,-0.061,0.0,K2 V,5035.0,50.0,-50.0,0,0.781,0.017,-0.022,0,0.771,0.022,-0.022,0,-0.21,0.02,-0.02,0.0,[Fe/H],,,,,8.36,0.03,-0.03,6.25,0.024,-0.024,8.11006,0.000272,-0.000272,3.13
HD 13908 b,1,2,19.382,0.006,-0.006,0,0.154,0.0025,-0.0025,0,274.91,11.12,-11.12,0.0,0.865,0.035,-0.035,0.0,0.02,0.018,-0.018,0.0,F8 V,6255.0,66.0,-66.0,0,1.67,0.1,-0.1,0,1.29,0.04,-0.04,0,0.01,0.04,-0.04,0.0,[Fe/H],4.11,0.11,-0.11,0.0,7.52,0.03,-0.03,6.21,0.021,-0.021,7.3845,0.000201,-0.000201,13.9
HD 13908 c,1,2,931.0,17.0,-17.0,0,2.03,0.04,-0.04,0,1630.4,79.45,-79.45,0.0,5.13,0.25,-0.25,0.0,0.12,0.02,-0.02,0.0,F8 V,6255.0,66.0,-66.0,0,1.67,0.1,-0.1,0,1.29,0.04,-0.04,0,0.01,0.04,-0.04,0.0,[Fe/H],4.11,0.11,-0.11,0.0,7.52,0.03,-0.03,6.21,0.021,-0.021,7.3845,0.000201,-0.000201,12.8
HD 14067 b,1,1,1455.0,13.0,-12.0,0,3.4,0.1,-0.1,0,2479.0,222.5,-222.5,0.0,7.8,0.7,-0.7,0.0,0.533,0.043,-0.047,0.0,G9 III,4815.0,100.0,-100.0,0,12.4,1.1,-1.1,0,2.4,0.2,-0.2,0,-0.1,0.08,-0.08,0.0,[Fe/H],2.61,0.1,-0.1,0.0,6.53329,0.023,-0.023,4.097,0.036,-0.036,6.23751,0.0004951,-0.0004951,12.2
HD 141399 b,1,4,94.35,0.059,-0.059,0,0.4225,0.00018,-0.00018,0,146.2018,7.94575,-7.94575,0.0,0.46,0.025,-0.025,0.0,0.04,0.03,-0.03,0.0,K0 V,5360.0,53.0,-53.0,0,1.46,0.15,-0.15,0,1.14,0.08,-0.08,0,0.18,0.16,-0.16,0.0,[Fe/H],,,,,7.20856,0.023,-0.023,5.499,0.018,-0.018,7.00926,0.000186,-0.000186,14.3
HD 141399 c,1,4,202.08,0.099,-0.099,0,0.7023,0.00023,-0.00023,0,432.2488,21.29461,-21.29461,0.0,1.36,0.067,-0.067,0.0,0.05,0.013,-0.013,0.0,K0 V,5360.0,53.0,-53.0,0,1.46,0.15,-0.15,0,1.14,0.08,-0.08,0,0.18,0.16,-0.16,0.0,[Fe/H],,,,,7.20856,0.023,-0.023,5.499,0.018,-0.018,7.00926,0.000186,-0.000186,13.6
HD 141399 d,1,4,1070.35,8.178,-8.178,0,2.1348,0.01086,-0.01086,0,387.7526,21.29461,-21.29461,0.0,1.22,0.067,-0.067,0.0,0.06,0.029,-0.029,0.0,K0 V,5360.0,53.0,-53.0,0,1.46,0.15,-0.15,0,1.14,0.08,-0.08,0,0.18,0.16,-0.16,0.0,[Fe/H],,,,,7.20856,0.023,-0.023,5.499,0.018,-0.018,7.00926,0.000186,-0.000186,13.7
HD 141399 e,1,4,3717.35,555.081,-555.081,0,4.8968,0.46122,-0.46122,0,219.3027,52.12412,-52.12412,0.0,0.69,0.164,-0.164,0.0,0.0,,,0.0,K0 V,5360.0,53.0,-53.0,0,1.46,0.15,-0.15,0,1.14,0.08,-0.08,0,0.18,0.16,-0.16,0.0,[Fe/H],,,,,7.20856,0.023,-0.023,5.499,0.018,-0.018,7.00926,0.000186,-0.000186,14.1
HD 141937 b,1,1,662.37,0.09,-0.09,0,1.54,0.02,-0.02,0,3591.460999,158.9142035,-158.9142035,0.0,11.3,0.5,-0.5,0.0,0.46,0.004,-0.004,0.0,G1 V,5870.0,9.0,-9.0,0,1.03,,,0,1.09,,,0,,,,,,,,,,7.25,0.03,-0.03,5.764,0.016,-0.016,7.09149,0.000199,-0.000199,12.4
HD 143361 b,1,1,1046.2,3.2,-3.2,0,1.98,0.07,-0.07,0,1106.0484,76.2792,-76.2792,0.0,3.48,0.24,-0.24,0.0,0.193,0.015,-0.015,0.0,G6 V,5505.0,100.0,-100.0,0,0.99,0.08,-0.08,0,0.95,0.05,-0.05,0,0.22,0.1,-0.1,0.0,[Fe/H],4.42,0.08,-0.08,0.0,9.2,0.03,-0.03,7.488,0.018,-0.018,9.01602,0.000158,-0.000158,12.9
HD 147379 b,2,1,86.54,0.07,-0.06,0,0.3193,0.0002,-0.0002,0,24.7,1.8,-2.4,0.0,0.0777145,0.0056634,-0.00755121,0.0,0.01,0.12,-0.01,0.0,M0.0 V,4090.0,50.0,-50.0,0,0.57,0.06,-0.06,0,0.58,0.08,-0.08,0,0.16,0.16,-0.16,0.0,[Fe/H],,,,,8.61,0.1,-0.1,4.953,0.018,-0.018,7.90052,0.000581,-0.000581,4.94
HD 147873 b,2,2,116.596,0.023,-0.023,0,0.522,0.018,-0.018,0,1633.6462,108.0622,-108.0622,0.0,5.14,0.34,-0.34,0.0,0.207,0.013,-0.013,0.0,G1 V,5972.0,100.0,-100.0,0,2.29,0.1,-0.1,0,1.38,0.05,-0.05,0,0.03,0.1,-0.1,0.0,[Fe/H],3.86,0.05,-0.05,0.0,7.96,0.03,-0.03,6.581,0.029,-0.029,7.81828,0.000315,-0.000315,12.8
HD 147873 c,2,2,491.54,0.79,-0.79,0,1.36,0.05,-0.05,0,731.009,57.2094,-57.2094,0.0,2.3,0.18,-0.18,0.0,0.23,0.03,-0.03,0.0,G1 V,5972.0,100.0,-100.0,0,2.29,0.1,-0.1,0,1.38,0.05,-0.05,0,0.03,0.1,-0.1,0.0,[Fe/H],3.86,0.05,-0.05,0.0,7.96,0.03,-0.03,6.581,0.029,-0.029,7.81828,0.000315,-0.000315,13.3
HD 148164 b,1,2,328.55,0.41,-0.41,0,0.993,0.066,-0.066,0,390.9309,79.4575,-79.4575,0.0,1.23,0.25,-0.25,0.0,0.587,0.026,-0.026,0.0,F8,6032.0,,,0,1.34,0.1,-0.1,0,1.21,0.24,-0.24,0,0.24,,,0.0,[Fe/H],,,,,8.23,0.03,-0.03,6.906,0.021,-0.021,8.0907,0.000364,-0.000364,13.7
HD 148164 c,1,2,5062.0,114.0,-114.0,0,6.15,0.5,-0.5,0,1640.0028,260.6206,-260.6206,0.0,5.16,0.82,-0.82,0.0,0.125,0.017,-0.017,0.0,F8,6032.0,,,0,1.34,0.1,-0.1,0,1.21,0.24,-0.24,0,0.24,,,0.0,[Fe/H],,,,,8.23,0.03,-0.03,6.906,0.021,-0.021,8.0907,0.000364,-0.000364,12.8
HD 148427 b,1,1,331.9,1.9,-2.2,0,1.11,0.06,-0.06,0,381.3940884,63.5656814,-95.3485221,0.0,1.2,0.2,-0.3,0.0,0.12,0.09,-0.08,0.0,K0 III- IV,5025.0,4.0,-4.0,0,3.86,0.12,-0.12,0,1.64,0.27,-0.27,0,,,,,,,,,,6.90498,0.023,-0.023,4.682,0.021,-0.021,6.63542,0.000127,-0.000127,13.7
HD 149026 b,1,1,2.8758911,,,0,0.0432,0.0024,-0.0024,0,103.61258,13.66669,-13.66669,0.0,0.326,0.043,-0.043,0.0,0.051,0.019,-0.019,0.0,G0,6084.0,,,0,1.5,0.09,-0.09,0,1.3,0.22,-0.22,0,0.36,,,0.0,[Fe/H],,,,,8.15,0.03,-0.03,6.819,0.017,-0.017,8.01416,0.000382,-0.000382,8.29466
HD 149143 b,1,1,4.07182,1e-05,-1e-05,0,0.053,0.0029,-0.0029,0,422.7139,47.6745,-47.6745,0.0,1.33,0.15,-0.15,0.0,0.0167,0.004,-0.004,0.0,G0,5856.0,,,0,1.44,0.08,-0.08,0,1.2,0.2,-0.2,0,0.29,,,0.0,[Fe/H],,,,,7.89,0.03,-0.03,6.434,0.026,-0.026,7.74081,0.00029,-0.00029,13.6
HD 150010 b,1,1,562.0,8.0,-8.0,0,1.4,0.1,-0.1,0,762.7881768,127.1313628,-127.1313628,0.0,2.4,0.4,-0.4,0.0,0.2,0.1,-0.1,0.0,K2 III,4153.0,83.0,-83.0,0,16.2,0.4,-0.4,0,1.3,0.1,-0.1,0,-0.25,0.22,-0.22,0.0,[Fe/H],2.1,0.1,-0.1,0.0,6.2893,0.023,-0.023,3.177,0.384,-0.384,5.86642,0.0010594,-0.0010594,13.3
HD 150706 b,1,1,5894.0,5584.0,-1498.0,0,6.7,4.0,-1.4,0,861.28,362.31,-209.76,0.0,2.71,1.14,-0.66,0.0,0.38,0.28,-0.32,0.0,G0 V,5961.0,27.0,-27.0,0,0.96,0.02,-0.02,0,1.17,0.12,-0.12,0,-0.01,0.04,-0.04,0.0,[Fe/H],4.5,0.1,-0.1,0.0,7.03,0.02,-0.02,5.565,0.016,-0.016,6.85038,0.000452,-0.000452,13.3
HD 152079 b,1,1,2899.0,52.0,-52.0,0,3.98,0.15,-0.15,0,692.8694,54.0311,-54.0311,0.0,2.18,0.17,-0.17,0.0,0.52,0.02,-0.02,0.0,G6 V,5726.0,100.0,-100.0,0,1.15,0.13,-0.13,0,1.1,0.05,-0.05,0,0.16,0.1,-0.1,0.0,[Fe/H],4.36,0.1,-0.1,0.0,9.18,0.03,-0.03,7.634,0.021,-0.021,9.01051,0.000311,-0.000311,13.2
HD 152843 b,1,2,11.6264,0.0022,-0.0025,0,0.1053,0.003,-0.0031,0,11.56,6.58,-6.14,0.0,0.03637183,0.020703,-0.0193186,0.0,0.14,0.25,-0.1,0.0,G0,6310.0,100.0,-100.0,0,1.43,0.02,-0.02,0,1.15,0.04,-0.04,0,-0.16,0.05,-0.05,0.0,[Fe/H],4.19,0.03,-0.03,0.0,8.855,0.002,-0.002,7.629,0.02,-0.02,8.76412,0.000237,-0.000237,3.05
HD 15337 b,1,2,4.75615,0.00017,-0.00017,0,0.0522,0.0012,-0.0012,0,7.51,1.09,-1.01,0.0,0.02362898,0.00342951,-0.0031778,0.0,0.09,0.05,-0.05,0.0,K1 V,5125.0,50.0,-50.0,0,0.856,0.017,-0.017,0,0.9,0.03,-0.03,0,0.15,0.1,-0.1,0.0,[Fe/H],4.53,0.02,-0.02,0.0,9.1,0.03,-0.03,7.044,0.018,-0.018,8.85598,0.000178,-0.000178,1.77
HD 15337 c,1,2,17.1784,0.0016,-0.0016,0,0.1268,0.0038,-0.0038,0,8.11,1.82,-1.69,0.0,0.02551679,0.00572633,-0.00531731,0.0,0.05,0.06,-0.04,0.0,K1 V,5125.0,50.0,-50.0,0,0.856,0.017,-0.017,0,0.9,0.03,-0.03,0,0.15,0.1,-0.1,0.0,[Fe/H],4.53,0.02,-0.02,0.0,9.1,0.03,-0.03,7.044,0.018,-0.018,8.85598,0.000178,-0.000178,2.526
HD 154391 b,1,1,5163.0,60.0,-57.0,0,7.46,0.07,-0.07,0,2892.238504,889.9195396,-603.8739733,0.0,9.1,2.8,-1.9,0.0,0.2,0.04,-0.04,0.0,K1 III,4909.0,32.0,-32.0,0,8.56,0.05,-0.05,0,2.07,0.03,-0.03,0,0.1,0.05,-0.05,0.0,[Fe/H],2.89,0.01,-0.01,0.0,6.1552,0.023,-0.023,3.896,0.016,-0.016,5.89921,0.0009369,-0.0009369,12.5
HD 154672 b,1,1,163.967,0.009,-0.009,0,0.59,0.02,-0.02,0,1503.3359,101.7056,-101.7056,0.0,4.73,0.32,-0.32,0.0,0.6,0.004,-0.004,0.0,G3 IV,5655.0,100.0,-100.0,0,1.44,0.05,-0.05,0,1.08,0.05,-0.05,0,0.11,0.1,-0.1,0.0,[Fe/H],4.15,0.05,-0.05,0.0,8.21,0.03,-0.03,6.612,0.023,-0.023,8.03732,0.000247,-0.000247,12.8
HD 154857 b,1,2,408.6,0.5,-0.5,0,1.291,0.008,-0.008,0,711.91,15.89,-15.89,0.0,2.24,0.05,-0.05,0.0,0.46,0.02,-0.02,0.0,G5 V,5605.0,,,0,1.76,0.057,-0.057,0,1.718,0.03,-0.022,0,-0.2,,,0.0,[Fe/H],3.82,,,0.0,7.24,0.03,-0.03,5.509,0.018,-0.018,7.04837,0.000218,-0.000218,13.3
HD 154857 c,1,2,3452.0,105.0,-105.0,0,5.36,0.09,-0.09,0,819.97,50.85,-50.85,0.0,2.58,0.16,-0.16,0.0,0.06,0.05,-0.05,0.0,G5 V,5605.0,,,0,1.76,0.057,-0.057,0,1.718,0.03,-0.022,0,-0.2,,,0.0,[Fe/H],3.82,,,0.0,7.24,0.03,-0.03,5.509,0.018,-0.018,7.04837,0.000218,-0.000218,13.2
HD 156411 b,1,1,842.2,14.5,-14.5,0,1.88,0.03,-0.04,0,235.18,15.89,-12.71,0.0,0.74,0.05,-0.04,0.0,0.22,0.08,-0.08,0.0,F8 IV/V,5900.0,15.0,-15.0,0,2.16,0.09,-0.09,0,1.25,,,0,-0.12,0.01,-0.01,0.0,[Fe/H],4.07,0.04,-0.04,0.0,6.67,0.03,-0.03,5.17,0.021,-0.021,6.5121,0.00039,-0.00039,14.0
HD 158996 b,1,1,820.2,14.0,-14.0,0,2.1,0.2,-0.2,0,4449.62,731.009,-731.009,0.0,14.0,2.3,-2.3,0.0,0.13,0.05,-0.05,0.0,K5 III,4069.0,30.0,-30.0,0,50.3,4.3,-4.3,0,1.8,0.3,-0.3,0,-0.2,0.1,-0.1,0.0,[Fe/H],1.4,0.1,-0.1,0.0,5.72291,0.023,-0.023,2.133,0.232,-0.232,5.18609,0.0032928,-0.0032928,12.3
HD 15906 b,1,2,10.924709,3.2e-05,-3.2e-05,0,0.09,0.001,-0.001,0,,,,,,,,,0.11,0.04,-0.03,0.0,K V,4757.0,89.0,-89.0,0,0.762,0.005,-0.005,0,0.79,0.02,-0.036,0,0.02,0.04,-0.04,0.0,[Fe/H],4.49,0.05,-0.05,0.0,9.78,0.03,-0.03,7.459,0.023,-0.023,9.47728,0.000512,-0.000512,2.24
HD 15906 c,1,2,21.583298,5.2e-05,-5.5e-05,0,0.141,0.002,-0.001,0,,,,,,,,,0.04,0.01,-0.01,0.0,K V,4757.0,89.0,-89.0,0,0.762,0.005,-0.005,0,0.79,0.02,-0.036,0,0.02,0.04,-0.04,0.0,[Fe/H],4.49,0.05,-0.05,0.0,9.78,0.03,-0.03,7.459,0.023,-0.023,9.47728,0.000512,-0.000512,2.93
HD 159243 b,1,2,12.62,0.004,-0.004,0,0.11,0.002,-0.002,0,359.13,15.89,-15.89,0.0,1.13,0.05,-0.05,0.0,0.02,0.018,-0.018,0.0,G0 V,6123.0,65.0,-65.0,0,1.12,0.05,-0.05,0,1.125,0.03,-0.03,0,0.05,0.04,-0.04,0.0,[Fe/H],4.55,0.11,-0.11,0.0,8.65,0.03,-0.03,7.297,0.021,-0.021,8.51188,0.000442,-0.000442,13.7
HD 159243 c,1,2,248.4,4.9,-4.9,0,0.8,0.02,-0.02,0,603.9,41.32,-41.32,0.0,1.9,0.13,-0.13,0.0,0.075,0.05,-0.05,0.0,G0 V,6123.0,65.0,-65.0,0,1.12,0.05,-0.05,0,1.125,0.03,-0.03,0,0.05,0.04,-0.04,0.0,[Fe/H],4.55,0.11,-0.11,0.0,8.65,0.03,-0.03,7.297,0.021,-0.021,8.51188,0.000442,-0.000442,13.4
HD 1605 b,1,2,577.2,2.5,-2.5,0,1.492,0.038,-0.038,0,296.85322,25.10857,-25.10857,0.0,0.934,0.079,-0.079,0.0,0.095,0.057,-0.057,0.0,K1 IV,4915.0,,,0,3.49,0.22,-0.22,0,1.33,0.09,-0.09,0,0.22,,,0.0,[Fe/H],,,,,7.52,0.03,-0.03,5.272,0.02,-0.02,7.25688,0.000202,-0.000202,13.8
HD 1605 c,1,2,2111.0,42.0,-32.0,0,3.52,0.05,-0.05,0,1110.0,41.0,-35.0,0.0,3.48,0.13,-0.11,0.0,0.098,0.032,-0.022,0.0,K1 IV,4757.0,50.0,-50.0,0,3.8,0.4,-0.4,0,1.31,0.11,-0.11,0,0.21,0.05,-0.05,0.0,[Fe/H],3.4,0.07,-0.08,0.0,7.52,0.03,-0.03,5.272,0.02,-0.02,7.25688,0.000202,-0.000202,13.0
HD 161178 b,1,1,279.3,1.0,-0.8,0,0.85,0.05,-0.07,0,181.162192,6.35656814,-50.85254512,0.0,0.57,0.02,-0.16,0.0,0.044,0.132,-0.019,0.0,G9 III,4786.0,,,0,10.95,0.42,-0.54,0,1.06,0.25,-0.17,0,-0.21,0.09,-0.07,0.0,[Fe/H],2.38,0.07,-0.03,0.0,5.88375,0.023,-0.023,3.657,0.236,-0.236,5.59958,0.0015918,-0.0015918,14.1
HD 163607 b,1,2,75.29,0.02,-0.02,0,0.36,0.01,-0.01,0,244.72,12.71,-12.71,0.0,0.77,0.04,-0.04,0.0,0.73,0.02,-0.02,0.0,G5 IV,5543.0,44.0,-44.0,0,1.63,0.07,-0.07,0,1.09,0.02,-0.02,0,0.21,0.03,-0.03,0.0,[Fe/H],4.04,0.06,-0.06,0.0,8.0,0.03,-0.03,6.271,0.02,-0.02,7.81298,0.000271,-0.000271,13.9
HD 163607 c,1,2,1267.4,7.2,-7.2,0,2.38,0.12,-0.12,0,686.5128,85.8141,-85.8141,0.0,2.16,0.27,-0.27,0.0,0.076,0.023,-0.023,0.0,G5,5522.0,,,0,1.76,0.07,-0.07,0,1.12,0.16,-0.16,0,0.19,,,0.0,[Fe/H],,,,,8.0,0.03,-0.03,6.271,0.02,-0.02,7.81298,0.000271,-0.000271,13.3
HD 164509 b,2,1,280.17,0.82,-0.82,0,0.87,0.051,-0.051,0,140.79869,26.37989,-26.37989,0.0,0.443,0.083,-0.083,0.0,0.238,0.062,-0.062,0.0,G5,5859.0,,,0,1.11,0.06,-0.06,0,1.12,0.19,-0.19,0,0.2,,,0.0,[Fe/H],,,,,8.1,0.03,-0.03,6.586,0.021,-0.021,7.95594,0.000404,-0.000404,14.3
HD 164604 b,1,2,653.9,1.5,-1.7,0,1.362,0.012,-0.012,0,2796.889982,603.8739733,-476.7426105,0.0,8.8,1.9,-1.5,0.0,0.479,0.027,-0.021,0.0,K3.5 V,4663.0,31.0,-31.0,0,0.78,0.02,-0.02,0,0.77,0.02,-0.02,0,0.12,0.07,-0.07,0.0,[Fe/H],4.49,0.41,-0.41,0.0,9.62,0.03,-0.03,7.169,0.02,-0.02,9.32786,0.000339,-0.000339,12.3
HD 164604 c,1,2,5387.0,120.0,-127.0,0,5.556,0.093,-0.1,0,2415.495893,317.828407,-317.828407,0.0,7.6,1.0,-1.0,0.0,0.196,0.078,-0.078,0.0,K3.5 V,4663.0,31.0,-31.0,0,0.78,0.02,-0.02,0,0.77,0.02,-0.02,0,0.12,0.07,-0.07,0.0,[Fe/H],4.49,0.41,-0.41,0.0,9.62,0.03,-0.03,7.169,0.02,-0.02,9.32786,0.000339,-0.000339,12.5
HD 164922 b,1,4,1201.1,5.6,-5.5,0,2.115,0.012,-0.012,0,107.6,4.9,-4.8,0.0,0.33854576,0.01541705,-0.01510241,0.0,0.126,0.049,-0.05,0.0,G9 V,5293.0,32.0,-32.0,0,0.999,0.017,-0.017,0,0.874,0.012,-0.012,0,0.16,0.05,-0.05,0.0,[Fe/H],4.387,0.014,-0.014,0.0,7.01227,0.023,-0.023,5.113,0.02,-0.02,6.78614,0.000171,-0.000171,13.3
HD 164922 c,1,4,75.765,0.058,-0.056,0,0.3351,0.0015,-0.0015,0,12.9,1.6,-1.6,0.0,0.04058774,0.00503414,-0.00503414,0.0,0.22,0.13,-0.13,0.0,G9 V,5293.0,32.0,-32.0,0,0.999,0.017,-0.017,0,0.874,0.012,-0.012,0,0.16,0.05,-0.05,0.0,[Fe/H],4.387,0.014,-0.014,0.0,7.01227,0.023,-0.023,5.113,0.02,-0.02,6.78614,0.000171,-0.000171,3.66
HD 165155 b,1,1,434.5,2.1,-2.1,0,1.13,0.04,-0.04,0,918.5287,73.1009,-73.1009,0.0,2.89,0.23,-0.23,0.0,0.2,0.03,-0.03,0.0,G8 V,5426.0,100.0,-100.0,0,0.95,0.11,-0.11,0,1.02,0.05,-0.05,0,0.09,0.1,-0.1,0.0,[Fe/H],4.49,0.11,-0.11,0.0,9.36,0.03,-0.03,7.584,0.02,-0.02,9.21413,0.000281,-0.000281,13.2
HD 1666 b,1,1,270.0,0.8,-0.9,0,0.94,0.01,-0.02,0,2040.0,99.0,-70.0,0.0,6.43,0.31,-0.22,0.0,0.63,0.03,-0.02,0.0,F7 V,6317.0,44.0,-44.0,0,1.93,0.49,-0.49,0,1.5,0.07,-0.07,0,0.37,0.04,-0.04,0.0,[Fe/H],4.06,0.06,-0.06,0.0,8.17,0.03,-0.03,6.964,0.023,-0.023,8.05121,0.000278,-0.000278,12.7
HD 167042 b,1,1,417.67,0.43,-0.41,0,1.22,0.001,-0.001,0,444.0062846,9.85268062,-13.98444991,0.0,1.397,0.031,-0.044,0.0,0.01,0.033,-0.004,0.0,K1 IV,4919.0,,,0,4.63,0.43,-0.4,0,1.39,0.17,-0.19,0,-0.01,0.1,-0.11,0.0,[Fe/H],3.23,0.07,-0.07,0.0,5.98796,0.023,-0.023,3.55,0.238,-0.238,5.72384,0.001632,-0.001632,13.6
HD 16760 b,1,1,466.08,0.08,-0.08,0,1.156,0.004,-0.004,0,6356.56814,1303.096469,-1271.313628,0.0,20.0,4.1,-4.0,0.0,0.079,0.002,-0.002,0.0,G5 V,5518.0,11.0,-11.0,0,0.835,0.005,-0.005,0,0.93,0.01,-0.01,0,,,,,,,,,,8.7,0.03,-0.03,7.033,0.023,-0.023,8.55541,0.000264,-0.000264,12.1
HD 167768 b,1,1,20.6532,0.0034,-0.0035,0,0.1512,0.0058,-0.0063,0,270.154146,38.13940884,-34.96112477,0.0,0.85,0.12,-0.11,0.0,0.149,0.101,-0.096,0.0,G8 III,4851.0,45.0,-44.0,0,9.7,0.25,-0.25,0,1.08,0.14,-0.12,0,-0.67,0.09,-0.08,0.0,[Fe/H],2.5,0.06,-0.06,0.0,5.98894,0.023,-0.023,3.895,0.036,-0.036,5.7545,0.0015183,-0.0015183,13.9
HD 168443 b,1,2,58.11247,0.0003,-0.0003,0,0.2931,0.00181,,0,2434.157,30.987,-30.987,0.0,7.659,0.0975,-0.0975,0.0,0.52883,0.00103,-0.00103,0.0,G5,5491.0,44.0,-44.0,0,1.51,0.06,-0.06,0,0.995,0.019,-0.019,0,0.04,0.03,-0.03,0.0,[Fe/H],4.07,0.06,-0.06,0.0,6.92122,0.023,-0.023,5.211,0.015,-0.015,6.73166,0.000327,-0.000327,12.6
HD 168443 c,1,2,1749.83,0.57,-0.57,0,2.8373,0.018,-0.018,0,5464.221,66.74,-66.74,0.0,17.193,0.21,-0.21,0.0,0.2113,0.00171,-0.00171,0.0,G5,5491.0,44.0,-44.0,0,1.51,0.06,-0.06,0,0.995,0.019,-0.019,0,0.04,0.03,-0.03,0.0,[Fe/H],4.07,0.06,-0.06,0.0,6.92122,0.023,-0.023,5.211,0.015,-0.015,6.73166,0.000327,-0.000327,12.2
HD 1690 b,1,1,533.0,1.7,-1.7,0,1.3,0.02,-0.02,0,1938.68,286.035,-286.035,0.0,6.1,0.9,-0.9,0.0,0.64,0.04,-0.04,0.0,K1 III,4393.0,85.0,-85.0,0,16.7,3.6,-3.6,0,1.09,0.15,-0.15,0,-0.32,0.06,-0.06,0.0,[Fe/H],2.12,0.17,-0.17,0.0,9.19,0.03,-0.03,6.018,0.026,-0.026,8.74943,0.00047,-0.00047,12.5
HD 169830 b,1,2,229.9,4.6,-4.6,0,0.82,,,0,934.4202,38.1396,-38.1396,0.0,2.94,0.12,-0.12,0.0,0.35,0.04,-0.04,0.0,F8 V,6300.0,50.0,-50.0,0,1.2,,,0,1.4,,,0,0.21,0.05,-0.05,0.0,[Fe/H],4.11,0.25,-0.25,0.0,5.9,0.03,-0.03,4.688,0.024,-0.024,5.77641,0.0014001,-0.0014001,13.2
HD 170469 b,2,1,1145.0,18.0,-18.0,0,2.1,,,0,212.94,,,0.0,0.67,,,0.0,0.11,0.08,-0.08,0.0,G5 IV,5810.0,44.0,-44.0,0,1.22,0.04,-0.04,0,1.14,0.01,-0.05,0,0.3,0.03,-0.03,0.0,[Fe/H],4.32,0.06,-0.06,0.0,8.21,0.03,-0.03,6.707,0.018,-0.018,8.04953,0.000392,-0.000392,14.1
HD 171238 b,1,1,1532.0,12.0,-12.0,0,2.57,0.16,-0.16,0,864.4976,155.7367,-155.7367,0.0,2.72,0.49,-0.49,0.0,0.234,0.028,-0.028,0.0,G8 V,5440.0,,,0,1.01,0.07,-0.07,0,0.96,0.17,-0.17,0,0.2,,,0.0,[Fe/H],,,,,8.61,0.03,-0.03,6.831,0.017,-0.017,8.41099,0.000971,-0.000971,12.5
