pl_name,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Proxima Cen b,3,2,11.186,0.001,-0.002,0,0.0485,0.0041,-0.0051,0,1.27,0.19,-0.17,0,0.00399585,0.0005978,-0.00053488,0,0.35,,,1,M5.5 V,3050,100,-100,0,0.141,0.021,-0.021,0,0.12,0.015,-0.015,0,,,,,,,,,,11.01,0.1,-0.1,4.384,0.033,-0.033,8.95361,0.000918,-0.000918
Proxima Cen d,3,2,5.122,0.002,-0.036,0,0.02885,0.00019,-0.00022,0,0.26,0.05,-0.05,0,0.00081805,0.00015732,-0.00015732,0,0.04,0.15,-0.04,0,M5.5 V,2900,100,-100,0,0.141,0.021,-0.021,0,0.1221,0.0022,-0.0022,0,,,,,,,,,,11.01,0.1,-0.1,4.384,0.033,-0.033,8.95361,0.000918,-0.000918
Qatar-10 b,1,1,1.645321,0.00001,-0.00001,0,0.0286,0.0006,-0.0006,0,233.92288,28.6047,-28.6047,0,0.736,0.09,-0.09,0,0,,,0,F7 V,6124,46,-46,0,1.254,0.026,-0.026,0,1.156,0.068,-0.068,0,0.016,0.089,-0.089,0,[Fe/H],4.303,0.027,-0.027,0,12.868,0.057,-0.057,11.382,0.017,-0.017,12.6978,0.000224,-0.000224
Qatar-3 b,1,1,2.5079204,,,0,0.03783,0.00069,-0.00069,0,1369.8473,149.3801,-149.3801,0,4.31,0.47,-0.47,0,0,,,0,G0 V,6007,52,-52,0,1.272,0.14,-0.14,0,1.145,0.064,-0.064,0,-0.041,0.081,-0.081,0,[Fe/H],4.286,0.079,-0.079,0,12.929,0.08,-0.08,11.219,0.022,-0.022,12.8203,0.000854,-0.000854
Qatar-4 b,1,1,1.8053564,,,0,0.02803,0.00048,-0.00048,0,1938.763,171.6282,-171.6282,0,6.1,0.54,-0.54,0,0,,,0,K1 V,5215,50,-50,0,0.849,0.063,-0.063,0,0.896,0.048,-0.048,0,0.103,0.081,-0.081,0,[Fe/H],4.533,0.058,-0.058,0,13.574,0.103,-0.103,11.519,0.02,-0.02,13.4114,0.000719,-0.000719
Qatar-5 b,1,1,2.8792319,,,0,0.04127,0.00067,-0.00067,0,1373.0256,57.2094,-57.2094,0,4.32,0.18,-0.18,0,0,,,0,G2 V,5747,49,-49,0,1.076,0.051,-0.051,0,1.128,0.056,-0.056,0,0.377,0.08,-0.08,0,[Fe/H],4.427,0.035,-0.035,0,12.614,0.08,-0.08,10.956,0.02,-0.02,12.5241,0.000435,-0.000435
Qatar-6 b,2,1,3.506195,0.000018,-0.000018,0,0.0423,0.0004,-0.0004,0,212.31044,20.97678,-20.97678,0,0.668,0.066,-0.066,0,0,,,0,K2 V,5052,66,-66,0,0.722,0.02,-0.02,0,0.822,0.021,-0.021,0,-0.025,0.093,-0.093,0,[Fe/H],4.636,0.014,-0.014,0,11.496,0.036,-0.036,9.226,,,11.1249,0.001367,-0.001367
Qatar-7 b,1,1,2.032046,0.0000097,-0.000014,0,0.0352,0.0002,-0.0002,0,597.5204,79.4575,-79.4575,0,1.88,0.25,-0.25,0,0,,,0,F4 V,6387,38,-38,0,1.564,0.021,-0.021,0,1.409,0.026,-0.026,0,0.276,0.071,-0.071,0,[Fe/H],4.196,0.029,-0.029,0,13.134,0.069,-0.069,11.561,0.02,-0.02,12.9275,0.000423,-0.000423
Qatar-8 b,1,1,3.71495,0.001,-0.001,0,0.0474,0.0008,-0.0008,0,117.91493,19.70546,-19.70546,0,0.371,0.062,-0.062,0,0,,,0,G0 V,5738,51,-51,0,1.315,0.02,-0.02,0,1.029,0.051,-0.051,0,0.025,0.071,-0.071,0,[Fe/H],4.214,0.016,-0.016,0,11.71,0.016,-0.016,9.937,0.015,-0.015,11.3494,0.000525,-0.000525
Qatar-9 b,1,1,1.540731,0.000038,-0.000038,0,0.0234,0.0003,-0.0003,0,378.2177,50.8528,-50.8528,0,1.19,0.16,-0.16,0,0,,,0,K5 V,4309,31,-31,0,0.696,0.008,-0.008,0,0.719,0.024,-0.024,0,0.252,0.076,-0.076,0,[Fe/H],4.61,0.01,-0.01,0,14.023,0.092,-0.092,11.104,0.023,-0.023,13.6871,0.000261,-0.000261
Ross 128 b,1,1,9.8658,0.007,-0.007,0,0.0496,0.0017,-0.0017,0,1.4,0.21,-0.21,0,0.00440487,0.00066073,-0.00066073,0,0.116,0.097,-0.097,0,M4,3192,60,-60,0,0.1967,0.0077,-0.0077,0,0.168,0.017,-0.017,0,-0.02,0.08,-0.08,0,[M/H],,,,,11.12,0.1,-0.1,5.654,0.024,-0.024,9.59067,0.00112,-0.00112
Ross 176 b,1,1,5.0066338,0.000008,-0.000007,0,0.0464,0.0012,-0.001,0,4.57,0.89,-0.93,0,0.01437883,0.00280025,-0.00292611,0,0.25,0.04,-0.04,0,K7 V,4041,69,-69,0,0.569,0.02,-0.02,0,0.577,0.024,-0.024,0,-0.19,0.02,-0.02,0,[Fe/H],5.07,0.04,-0.04,0,11.524,0.127,-0.127,8.419,0.016,-0.016,11.2715,0.000556,-0.000556
Ross 508 b,1,1,10.77,0.01,-0.01,0,0.05366,0.00056,-0.00049,0,4,0.53,-0.55,0,0.01258541,0.00166757,-0.00173049,0,0.33,0.13,-0.15,0,M4.5 V,3071,34,-22,0,0.2113,0.0063,-0.0063,0,0.1774,0.0045,-0.0045,0,-0.2,0.2,-0.2,0,[Fe/H],5.039,0.027,-0.027,0,14.18,0.2,-0.2,8.279,0.023,-0.023,12.2066,0.000732,-0.000732
SPECULOOS-3 b,1,1,0.71912603,0.00000057,-0.00000057,0,0.00733,0.000055,-0.000055,0,,,,,,,,,,,,,M6.5+/-0.5,2800,29,-29,0,0.123,0.0022,-0.0022,0,0.1009,0.0024,-0.0024,0,0.07,0.1,-0.1,0,[Fe/H],5.265,0.014,-0.014,0,17.8,0.2,-0.2,10.541,0.016,-0.016,15.4023,0.000561,-0.000561
TIC 139270665 b,1,2,23.624,0.03,-0.031,0,0.163,0.0027,-0.0033,0,147.1545524,14.62010672,-14.62010672,0,0.463,0.046,-0.046,0,0.105,0.053,-0.05,0,G2,5844,84,-82,0,1.016,0.035,-0.031,0,1.035,0.052,-0.062,0,0.156,0.057,-0.056,0,[Fe/H],4.439,0.032,-0.041,0,10.385,0.005,-0.005,8.946,0.019,-0.019,10.1805,0.000347,-0.000347
TIC 139270665 c,1,2,1010,780,-220,0,2,0.93,-0.31,0,1554.18091,209.7667486,-117.5965106,0,4.89,0.66,-0.37,0,0.566,0.12,-0.069,0,G2,5844,84,-82,0,1.016,0.035,-0.031,0,1.035,0.052,-0.062,0,0.156,0.057,-0.056,0,[Fe/H],4.439,0.032,-0.041,0,10.385,0.005,-0.005,8.946,0.019,-0.019,10.1805,0.000347,-0.000347
TIC 172900988 b,2,1,198.856,0.099,-0.099,0,0.89809,0.00034,-0.00034,0,869.7,5,-5,0,2.73638221,0.01573176,-0.01573176,0,0.088,0.0037,-0.0037,0,F9,6050,100,-100,0,1.3843,0.0017,-0.0017,0,1.2388,0.0007,-0.0007,0,0.34,0.1,-0.1,0,[Fe/H],4.2486,0.0011,-0.0011,0,10.141,0.006,-0.006,8.762,0.019,-0.019,10.0477,0.000552,-0.000552
TIC 237913194 b,1,1,15.168865,0.000018,-0.000018,0,0.1207,0.0037,-0.0037,0,617.22586,29.24036,-28.92253,0,1.942,0.092,-0.091,0,0.575,0.011,-0.011,0,G3,5788,80,-80,0,1.088,0.012,-0.012,0,1.026,0.057,-0.055,0,0.14,0.05,-0.05,0,[Fe/H],4.376,0.021,-0.021,0,12.144,0.069,-0.069,10.485,0.021,-0.021,11.9371,0.000176,-0.000176
TIC 257060897 b,1,1,3.66003639,0.00000099,-0.00000098,0,0.04922,0.0014,-0.00081,0,201.50321,13.03096469,-10.48833743,0,0.634,0.041,-0.033,0,0.039,0.038,-0.023,0,F,5993,89,-83,0,1.863,0.05,-0.054,0,1.187,0.11,-0.058,0,0.054,0.078,-0.07,0,[Fe/H],3.972,0.044,-0.029,0,11.814,0.02,-0.02,10.387,0.017,-0.017,11.6659,0.000163,-0.000163
TIC 434398831 b,1,2,3.685504,0.000012,-0.000011,0,0.04641,0.00017,-0.00017,0,,,,,,,,,0.04,0.088,-0.034,0,G4 V,5638,50,-50,0,0.909,0.048,-0.048,0,0.992,0.014,-0.018,0,-0.081,0.08,-0.08,0,[m/H],4.42,0.1,-0.1,0,11.682,0.027,-0.027,10.138,0.017,-0.017,11.7893,0.003847,-0.003847
TIC 434398831 c,1,2,6.210291,0.000013,-0.00002,0,0.06572,0.00024,-0.00024,0,,,,,,,,,0.013,0.025,-0.01,0,G4 V,5638,50,-50,0,0.909,0.048,-0.048,0,0.992,0.014,-0.018,0,-0.081,0.08,-0.08,0,[m/H],4.42,0.1,-0.1,0,11.682,0.027,-0.027,10.138,0.017,-0.017,11.7893,0.003847,-0.003847
TIC 88785435 b,1,1,10.508843,0.000037,-0.000034,0,0.08432,0.00068,-0.00068,0,,,,,,,,,0.131,0.06,-0.064,0,K7 V,3998,95,-95,0,0.911,0.038,-0.038,0,0.724,0.017,-0.017,0,-0.08,0.11,-0.11,0,[m/H],4.19,0.37,-0.37,0,13.259,0.114,-0.114,9.546,0.021,-0.021,12.6115,0.001962,-0.001962
TOI-1062 b,1,2,4.11296,0.0015,-0.0015,0,0.052,0.024,-0.025,0,10.15,0.81,-0.84,0,0.03193547,0.00254855,-0.00264294,0,0.177,0.067,-0.064,0,G9 V,5328,56,-56,0,0.84,0.09,-0.09,0,0.94,0.02,-0.02,0,0.14,0.04,-0.04,0,[Fe/H],4.55,0.09,-0.09,0,10.249,0.005,-0.005,8.296,0.031,-0.031,10.0008,0.000374,-0.000374
TOI-1062 c,1,2,7.972,0.018,-0.024,0,0.08,0.013,-0.012,0,9.78,1.26,-1.18,0,0.03077132,0.0039644,-0.0037127,0,0.14,0.073,-0.069,0,G9 V,5328,56,-56,0,0.84,0.09,-0.09,0,0.94,0.02,-0.02,0,0.14,0.04,-0.04,0,[Fe/H],4.55,0.09,-0.09,0,10.249,0.005,-0.005,8.296,0.031,-0.031,10.0008,0.000374,-0.000374
TOI-1075 b,1,1,0.6047328,0.0000032,-0.0000032,0,0.01159,0.00023,-0.0002,0,9.95,1.36,-1.3,0,0.0313062,0.00427904,-0.00409026,0,0,,,0,K9 V/M0 V,3875,75,-75,0,0.581,0.024,-0.024,0,0.604,0.03,-0.03,0,-0.08,0.09,-0.09,0,[Fe/H],,,,,12.615,0.069,-0.069,9.115,0.023,-0.023,12.0544,0.000232,-0.000232
TOI-1080 b,1,1,3.9652482,0.0000014,-0.0000015,0,0.0272,0.0015,-0.0016,0,10.7,,,1,0.03366596,,,1,,,,,M4.0&plusmn;1.0 V,3065,50,-50,0,0.2019,0.0075,-0.0075,0,0.1667,0.0041,-0.0041,0,-0.09,0.11,-0.11,0,[Fe/H],5.049,0.043,-0.043,0,15.349,0.049,-0.049,10.17,0.019,-0.019,14.0343,0.00062,-0.00062
TOI-1107 b,1,1,4.0782387,0.0000024,-0.0000025,0,0.0561,0.0024,-0.0025,0,1064.725163,57.20911326,-57.20911326,0,3.35,0.18,-0.18,0,0.025,0.023,-0.016,0,F6 V,6311,98,-98,0,1.81,0.06,-0.06,0,1.35,0.08,-0.08,0,-0.1,0.09,-0.09,0,[Fe/H],4.05,0.04,-0.04,0,10.553,0.006,-0.006,9.205,0.019,-0.019,10.3745,0.000367,-0.000367
TOI-1117 b,1,3,2.22816,0.00001,-0.00001,0,0.033,0.0002,-0.0002,0,8.9,0.95,-0.96,0,0.02800253,0.00298903,-0.0030205,0,0,,,0,G5 V,5635,62,-62,0,1.05,0.03,-0.03,0,0.97,0.02,-0.02,0,0.136,0.044,-0.044,0,[Fe/H],4.41,0.03,-0.03,0,11.016,0.023,-0.023,9.385,0.022,-0.022,10.8621,0.00032,-0.00032
TOI-1117 c,1,3,4.579,0.004,-0.004,0,0.0534,0.0003,-0.0003,0,8.78,1.19,-1.21,0,0.02762497,0.00374416,-0.00380709,0,0,,,0,G5 V,5635,62,-62,0,1.05,0.03,-0.03,0,0.97,0.02,-0.02,0,0.136,0.044,-0.044,0,[Fe/H],4.41,0.03,-0.03,0,11.016,0.023,-0.023,9.385,0.022,-0.022,10.8621,0.00032,-0.00032
TOI-1117 d,1,3,8.665,0.011,-0.011,0,0.0817,0.0006,-0.0006,0,10.71,1.59,-1.58,0,0.03369743,0.0050027,-0.00497124,0,0,,,0,G5 V,5635,62,-62,0,1.05,0.03,-0.03,0,0.97,0.02,-0.02,0,0.136,0.044,-0.044,0,[Fe/H],4.41,0.03,-0.03,0,11.016,0.023,-0.023,9.385,0.022,-0.022,10.8621,0.00032,-0.00032
TOI-1130 b,1,2,4.066499,0.000046,-0.000045,0,0.04394,0.00035,-0.00038,0,,,,,,,,,0.22,0.11,-0.11,0,K7,4250,67,-67,0,0.687,0.015,-0.015,0,0.684,0.016,-0.017,0,0.2,,,-1,[Fe/H],4.6,0.02,-0.018,0,11.595,0.026,-0.026,8.351,0.033,-0.033,10.9028,0.000774,-0.000774
TOI-1130 c,1,2,8.350231,0.000098,-0.000098,0,0.07191,0.00058,-0.00058,0,325.69,5.59,-5.59,0,1.02473534,0.01758811,-0.01758811,0,0.0457,0.0016,-0.0016,0,K6-K7,4350,60,-60,0,0.695,0.015,-0.015,0,0.712,0.017,-0.017,0,0.3,0.06,-0.06,0,[Fe/H],4.62,0.04,-0.04,0,11.595,0.026,-0.026,8.351,0.033,-0.033,10.9028,0.000774,-0.000774
TOI-1135 b,1,1,8.02773,0.000003,-0.000003,0,0.082,0.003,-0.003,0,51.42,,,1,0.162,,,1,0,,,0,G0,6122,15,-15,0,1.16,0.029,-0.029,0,1.125,0.032,-0.032,0,0,0.02,-0.02,0,[Fe/H],4.56,0.02,-0.02,0,9.54,0.03,-0.03,8.192,0.019,-0.019,9.41353,0.000539,-0.000539
TOI-1173 b,2,1,7.06466,0.00028,-0.00029,0,0.0696,0.0014,-0.0014,0,27.4,1.7,-1.7,0,0.08621004,0.0053488,-0.0053488,0,0.023,0.025,-0.016,0,G9,5350,34,-34,0,0.934,0.011,-0.011,0,0.911,0.028,-0.03,0,0.139,0.065,-0.065,0,[Fe/H],4.45,0.02,-0.02,0,11.038,0.009,-0.009,9.134,0.015,-0.015,10.8041,0.000359,-0.000359
TOI-1201 b,2,1,2.4919863,0.000003,-0.0000031,0,0.0287,0.0012,-0.0012,0,6.28,0.84,-0.88,0,0.01975909,0.00264294,-0.00276879,0,0,,,0,M2.0 V,3476,51,-51,0,0.508,0.016,-0.016,0,0.512,0.02,-0.02,0,0.05,0.16,-0.16,0,[Fe/H],4.8,0.04,-0.04,0,12.26,0.2,-0.2,8.646,0.029,-0.029,12.0966,0.000609,-0.000609
TOI-1203 b,1,4,4.1572888,0.000005,-0.0000049,0,0.04869,0.00094,-0.00095,0,3.51,0.33,-0.32,0,0.0110437,0.0010383,-0.00100683,0,0.067,0.063,-0.045,0,G3 V,5737,62,-62,0,1.179,0.011,-0.011,0,0.886,0.036,-0.036,0,-0.39,0.04,-0.04,0,[Fe/H],4.34,0.1,-0.1,0,8.59,0.03,-0.03,6.997,0.021,-0.021,8.42196,0.000197,-0.000197
TOI-1203.01,1,4,25.502672,0.000031,-0.000028,0,0.1632,0.0031,-0.0032,0,7.39,0.62,-0.62,0,0.02325154,0.00195074,-0.00195074,0,0.032,0.034,-0.023,0,G3 V,5737,62,-62,0,1.179,0.011,-0.011,0,0.886,0.036,-0.036,0,-0.39,0.04,-0.04,0,[Fe/H],4.34,0.1,-0.1,0,8.59,0.03,-0.03,6.997,0.021,-0.021,8.42196,0.000197,-0.000197
TOI-122 b,1,1,5.07803,0.000015,-0.000015,0,0.0392,0.0007,-0.0007,0,,,,,,,,,0,,,0,M3 V,3403,100,-100,0,0.334,0.01,-0.01,0,0.312,0.007,-0.007,0,,,,,,4.88,0.05,-0.05,0,15.526,0.026,-0.026,10.771,0.021,-0.021,14.3357,0.000442,-0.000442
TOI-1227 b,1,1,27.36397,0.00011,-0.00011,0,0.0886,0.0054,-0.0057,0,,,,,,,,,,,,,M4.5V-M5V,3072,74,-74,0,0.56,0.03,-0.03,0,0.17,0.015,-0.015,0,,,,,,,,,,16.999,1.133,-1.133,11.034,0.021,-0.021,15.2514,0.000848,-0.000848
TOI-1231 b,1,1,24.245586,0.000064,-0.000066,0,0.1288,0.0021,-0.0022,0,15.4,3.3,-3.3,0,0.04845382,0.01038296,-0.01038296,0,0.087,0.12,-0.061,0,M3 V,3553,51,-52,0,0.476,0.015,-0.014,0,0.485,0.024,-0.024,0,0.041,0.069,-0.063,0,[Fe/H],4.767,0.033,-0.035,0,12.36,0.2,-0.2,8.069,0.026,-0.026,11.36,0.000922,-0.000922
TOI-1232 b,1,2,14.256,0.001,-0.001,0,0.117,0.0014,-0.0014,0,220.5729145,12.07747947,-12.71313628,0,0.694,0.038,-0.04,0,0.065,0.02,-0.013,0,G1 V,5823,161,-161,0,1.072,0.047,-0.047,0,1.058,0.065,-0.063,0,0.18,0.05,-0.05,0,[Fe/H],4.403,0.02,-0.02,0,12.68,0.034,-0.034,10.697,0.02,-0.02,12.2653,0.000261,-0.000261
TOI-1232 c,1,2,30.356,0.01,-0.012,0,0.194,0.0022,-0.0023,0,58.48042689,6.99222495,-8.26353858,0,0.184,0.022,-0.026,0,0.027,0.027,-0.016,0,G1 V,5823,161,-161,0,1.072,0.047,-0.047,0,1.058,0.065,-0.063,0,0.18,0.05,-0.05,0,[Fe/H],4.403,0.02,-0.02,0,12.68,0.034,-0.034,10.697,0.02,-0.02,12.2653,0.000261,-0.000261
TOI-1233.01,1,5,14.17555,0.00099,-0.0011,0,0.1131,0.004,-0.004,0,,,,,,,,,0.17,0.3,-0.12,0,G3 V,5730,50,-50,0,0.888,0.017,-0.017,0,0.97,0.06,-0.06,0,-0.3,0.5,-0.5,0,[Fe/H],4.5,0.5,-0.5,0,9.25,0.03,-0.03,7.637,0.031,-0.031,9.08745,0.000157,-0.000157
TOI-1235 b,1,1,3.444717,0.00004,-0.000042,0,0.03826,0.00048,-0.00049,0,5.9,0.62,-0.61,0,0.01856348,0.00195074,-0.00191927,0,,,,,M0.5 V,3997,51,-51,0,0.619,0.019,-0.019,0,0.63,0.024,-0.024,0,0.33,0.16,-0.16,0,[Fe/H],4.64,0.04,-0.04,0,11.495,0.056,-0.056,7.893,0.023,-0.023,10.8492,0.000519,-0.000519
TOI-1238 b,1,2,0.764597,0.000013,-0.000011,0,0.0139,0.0008,-0.0008,0,3.76,1.15,-1.07,0,0.01183028,0.0036183,-0.0033666,0,0.25,,,1,K7/M0,4089,54,-54,0,0.58,0.02,-0.02,0,0.59,0.02,-0.02,0,0.31,0.19,-0.19,0,[Fe/H],4.63,0.06,-0.06,0,12.796,0.049,-0.049,9.184,0.014,-0.014,12.2219,0.000347,-0.000347
TOI-1238 c,1,2,3.294736,0.000034,-0.000036,0,0.037,0.002,-0.002,0,8.32,1.9,-1.88,0,0.02617765,0.00597807,-0.00591514,0,0.15,,,1,K7/M0,4089,54,-54,0,0.58,0.02,-0.02,0,0.59,0.02,-0.02,0,0.31,0.19,-0.19,0,[Fe/H],4.63,0.06,-0.06,0,12.796,0.049,-0.049,9.184,0.014,-0.014,12.2219,0.000347,-0.000347
TOI-1246 b,1,4,4.30744,0.00002,-0.00002,0,0.049,0.002,-0.002,0,8.1,1.1,-1.1,0,0.02548545,0.00346099,-0.00346099,0,,,,,K V,5151,100,-100,0,0.86,0.05,-0.05,0,0.87,0.03,-0.03,0,0.17,0.06,-0.06,0,[Fe/H],4.4,0.1,-0.1,0,11.632,0.024,-0.024,9.907,0.036,-0.036,11.7291,0.000159,-0.000159
TOI-1246 c,1,4,5.904144,0.000083,-0.000083,0,0.061,0.002,-0.002,0,8.8,1.2,-1.2,0,0.0276879,0.00377562,-0.00377562,0,,,,,K V,5151,100,-100,0,0.86,0.05,-0.05,0,0.87,0.03,-0.03,0,0.17,0.06,-0.06,0,[Fe/H],4.4,0.1,-0.1,0,11.632,0.024,-0.024,9.907,0.036,-0.036,11.7291,0.000159,-0.000159
TOI-1246 d,1,4,18.6559,0.00048,-0.00048,0,0.131,0.004,-0.004,0,5.3,1.7,-1.7,0,0.01667566,0.0053488,-0.0053488,0,,,,,K V,5151,100,-100,0,0.86,0.05,-0.05,0,0.87,0.03,-0.03,0,0.17,0.06,-0.06,0,[Fe/H],4.4,0.1,-0.1,0,11.632,0.024,-0.024,9.907,0.036,-0.036,11.7291,0.000159,-0.000159
TOI-1246 e,1,4,37.9216,0.001,-0.001,0,0.211,0.007,-0.007,0,14.8,2.3,-2.3,0,0.04656601,0.00723661,-0.00723661,0,,,,,K V,5151,100,-100,0,0.86,0.05,-0.05,0,0.87,0.03,-0.03,0,0.17,0.06,-0.06,0,[Fe/H],4.4,0.1,-0.1,0,11.632,0.024,-0.024,9.907,0.036,-0.036,11.7291,0.000159,-0.000159
TOI-125 b,1,3,4.65382,0.00033,-0.00031,0,0.05186,0.00086,-0.00077,0,9.5,0.88,-0.88,0,0.02989019,0.00276878,-0.00276878,0,0.194,0.041,-0.036,0,K0 V,5320,39,-39,0,0.848,0.011,-0.011,0,0.859,0.044,-0.038,0,-0.02,0.03,-0.03,0,[Fe/H],4.516,0.024,-0.024,0,11.023,0.008,-0.008,8.995,0.021,-0.021,10.718,0.000411,-0.000411
TOI-125 c,1,3,9.15059,0.0007,-0.00082,0,0.0814,0.0013,-0.0013,0,6.63,0.99,-0.99,0,0.02086021,0.00311487,-0.00311487,0,0.066,0.07,-0.047,0,K0 V,5320,39,-39,0,0.848,0.011,-0.011,0,0.859,0.044,-0.038,0,-0.02,0.03,-0.03,0,[Fe/H],4.516,0.024,-0.024,0,11.023,0.008,-0.008,8.995,0.021,-0.021,10.718,0.000411,-0.000411
TOI-125 d,1,3,19.98,0.005,-0.0056,0,0.137,0.0022,-0.0022,0,13.6,1.2,-1.2,0,0.04279017,0.0037756,-0.0037756,0,0.168,0.088,-0.062,0,K0 V,5320,39,-39,0,0.848,0.011,-0.011,0,0.859,0.044,-0.038,0,-0.02,0.03,-0.03,0,[Fe/H],4.516,0.024,-0.024,0,11.023,0.008,-0.008,8.995,0.021,-0.021,10.718,0.000411,-0.000411
TOI-1260 b,1,3,3.12748,0.000047,-0.000038,0,0.0366,0.0022,-0.0036,0,8.6,1.4,-1.5,0,0.02705863,0.00440489,-0.00471953,0,0,,,0,K6 V,4227,85,-85,0,0.65,0.01,-0.01,0,0.66,0.01,-0.01,0,-0.1,0.07,-0.07,0,[Fe/H],4.57,0.05,-0.05,0,11.922,0.034,-0.034,8.95,0.022,-0.022,11.5743,0.000536,-0.000536
TOI-1260 c,1,3,7.49325,0.00015,-0.00013,0,0.0656,0.0039,-0.0065,0,11.8,3.4,-3.2,0,0.03712695,0.0106976,-0.01006833,0,0,,,0,K6 V,4227,85,-85,0,0.65,0.01,-0.01,0,0.66,0.01,-0.01,0,-0.1,0.07,-0.07,0,[Fe/H],4.57,0.05,-0.05,0,11.922,0.034,-0.034,8.95,0.022,-0.022,11.5743,0.000536,-0.000536
TOI-1266 b,1,3,10.8945,0.00023,-0.00026,0,0.073,0.0011,-0.0011,0,4.46,0.69,-0.69,0,0.01403273,0.00217098,-0.00217098,0,0.039,0.035,-0.025,0,M2,3563,77,-77,0,0.4232,0.0077,-0.0079,0,0.437,0.021,-0.021,0,-0.109,0.092,-0.092,0,[Fe/H],4.826,0.02,-0.021,0,12.941,0.049,-0.049,8.84,0.02,-0.02,12.1222,0.000249,-0.000249
TOI-1266 c,1,3,18.80151,0.00067,-0.00069,0,0.1058,0.0023,-0.0024,0,2.2,2,-1.5,0,0.00692194,0.00629267,-0.0047195,0,0.04,0.03,-0.03,0,M3,3600,150,-150,0,0.42,0.02,-0.02,0,0.45,0.03,-0.03,0,-0.5,0.5,-0.5,0,[Fe/H],4.85,0.05,-0.05,0,12.941,0.049,-0.049,8.84,0.02,-0.02,12.1222,0.000249,-0.000249
TOI-1266 d,1,3,32.34,0.099,-0.099,0,0.15,0.0023,-0.0024,0,4.59,0.96,-0.94,0,0.01444176,0.0030205,-0.00295757,0,0.12,,,1,M3 V,3618,157,-157,0,0.436,0.013,-0.013,0,0.431,0.02,-0.02,0,-0.195,0.115,-0.115,0,[Fe/H],4.793,0.032,-0.033,0,12.941,0.049,-0.049,8.84,0.02,-0.02,12.1222,0.000249,-0.000249
TOI-1268 b,1,1,8.157728,0.000005,-0.000005,0,0.0688,0.0017,-0.0018,0,,,,,,,,,0.12,0.24,-0.12,0,K V,5257,40,-40,0,0.86,0.02,-0.02,0,0.9,0.13,-0.13,0,0.17,0.06,-0.06,0,[M/H],4.52,0.07,-0.07,0,10.92,0.008,-0.008,8.911,0.014,-0.014,10.692,0.000739,-0.000739
TOI-1278 b,1,1,14.47567,0.00021,-0.00021,0,0.095,0.001,-0.001,0,5879.82553,158.9142035,-158.9142035,0,18.5,0.5,-0.5,0,0.013,0.004,-0.004,0,M0 V,3799,42,-42,0,0.573,0.012,-0.012,0,0.54,0.02,-0.02,0,-0.01,0.28,-0.28,0,[Fe/H],4.68,0.1,-0.1,0,13.502,0.093,-0.093,9.735,0.012,-0.012,12.7543,0.000271,-0.000271
TOI-1295 b,1,1,3.1968838,0.0000005,-0.0000005,0,0.047,0.002,-0.002,0,451.3163379,25.42627256,-25.42627256,0,1.42,0.08,-0.08,0,0.024,0.02,-0.02,0,F,6280,50,-50,0,1.7,0.03,-0.03,0,1.38,0.08,-0.08,0,0.26,0.06,-0.06,0,[Fe/H],4.1,0.08,-0.08,0,11.303,0.011,-0.011,10.08,0.016,-0.016,11.1307,0.000491,-0.000491
TOI-132 b,1,1,2.1097019,0.000012,-0.000011,0,0.026,0.002,-0.003,0,22.4,1.9,-1.92,0,0.07047793,0.00597804,-0.00604097,0,0.059,0.05,-0.037,0,G8 V,5397,46,-46,0,0.9,0.02,-0.02,0,0.97,0.06,-0.06,0,0.16,0.1,-0.1,0,[Fe/H],4.48,0.23,-0.23,0,11.197,0.013,-0.013,9.646,0.023,-0.023,11.3208,0.000702,-0.000702
TOI-1338 b,2,2,95.174,0.035,-0.035,0,0.4607,0.0088,-0.0088,0,21.8,0.9,-0.9,1,0.0685,0.0029,-0.0029,1,0.088,0.0043,-0.0043,0,F8,6050,80,-80,0,1.345,0.046,-0.046,0,1.127,0.069,-0.069,0,,,,,,,,,,11.722,0.022,-0.022,10.635,0.021,-0.021,11.8764,0.000174,-0.000174
TOI-1338 c,2,2,215.5,3.3,-3.3,0,0.794,0.016,-0.016,0,65.2,11.8,-11.8,0,0.205,0.037,-0.037,0,0.16,,,1,F8,6050,80,-80,0,1.345,0.046,-0.046,0,1.127,0.069,-0.069,0,,,,,,,,,,11.722,0.022,-0.022,10.635,0.021,-0.021,11.8764,0.000174,-0.000174
