pl_name,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Kepler-81 b,1,3,5.95487022,0.0001,-0.0001,0,0.0522,0.00221,-0.00221,0,,,,,,,,,,,,,M0 V,3896,237,-50,0,0.52,0.07,-0.07,0,0.54,0.07,-0.07,0,-0.2,0.11,-0.11,0,[M/H],,,,,15.258,0.092,-0.092,12.392,0.021,-0.021,15.004,0.000484,-0.000484
Kepler-81 c,1,3,12.03956985,0.00034,-0.00034,0,0.08347,0.00353,-0.00353,0,,,,,,,,,,,,,M0 V,3896,237,-50,0,0.52,0.07,-0.07,0,0.54,0.07,-0.07,0,-0.2,0.11,-0.11,0,[M/H],,,,,15.258,0.092,-0.092,12.392,0.021,-0.021,15.004,0.000484,-0.000484
Kepler-83 b,2,3,9.77058983,0.00018,-0.00018,0,0.07295,0.00284,-0.00284,0,,,,,,,,,,,,,M0 V,3893,102,-95,0,0.52,0.06,-0.06,0,0.54,0.07,-0.07,0,-0.15,0.11,-0.11,0,[M/H],,,,,16.145,0.217,-0.217,12.947,0.024,-0.024,15.7832,0.000503,-0.000503
Kepler-83 c,2,3,20.08922958,0.00054,-0.00054,0,0.11796,0.00459,-0.00459,0,,,,,,,,,,,,,M0 V,3893,102,-95,0,0.52,0.06,-0.06,0,0.54,0.07,-0.07,0,-0.15,0.11,-0.11,0,[M/H],,,,,16.145,0.217,-0.217,12.947,0.024,-0.024,15.7832,0.000503,-0.000503
Kepler-83 d,2,3,5.16990995,0.00011,-0.00011,0,0.04773,0.00186,-0.00186,0,,,,,,,,,,,,,M0 V,3893,102,-95,0,0.52,0.06,-0.06,0,0.54,0.07,-0.07,0,-0.15,0.11,-0.11,0,[M/H],,,,,16.145,0.217,-0.217,12.947,0.024,-0.024,15.7832,0.000503,-0.000503
Kepler-91 b,1,1,6.24658,0.000082,-0.000082,0,0.072,0.002,-0.007,0,279.68,54.03,-104.88,0,0.88,0.17,-0.33,0,0.066,0.013,-0.017,0,K3,4550,75,-75,0,6.3,0.16,-0.16,0,1.31,0.1,-0.1,0,0.11,0.07,-0.07,0,[Fe/H],2.953,0.007,-0.007,0,12.712,0.092,-0.092,10.136,0.021,-0.021,12.4762,0.000168,-0.000168
Kepler-94 b,1,2,2.50809097,0.000013,-0.000013,0,0.03106,0.00129,-0.00129,0,,,,,,,,,,,,,M0 V,4238,459,-106,0,0.61,0.08,-0.08,0,0.64,0.08,-0.08,0,-0.12,0.1,-0.1,0,[M/H],,,,,13.071,0.069,-0.069,10.594,0.011,-0.011,12.8567,0.000259,-0.000259
L 168-9 b,1,1,1.40152604,0.00000074,-0.00000082,0,0.0208,0.0006,-0.0006,0,4.07,0.45,-0.45,0,0.01280565,0.00141586,-0.00141586,0,0,,,0,M0.5 V,3842,32,-32,0,0.604,0.037,-0.037,0,0.614,0.055,-0.055,0,-0.03,0.03,-0.03,0,[Fe/H],4.84,0.08,-0.08,0,11.005,0.018,-0.018,7.082,0.031,-0.031,10.2316,0.000839,-0.000839
L 98-59 b,1,5,2.25314,0.00002,-0.00002,0,0.0233,0.0017,-0.0017,0,,,,,,,,,0.1,0.17,-0.07,0,M3 V,3367,150,-150,0,0.312,0.014,-0.014,0,0.313,0.014,-0.014,0,-0.5,0.5,-0.5,0,[Fe/H],,,,,11.685,0.017,-0.017,7.101,0.018,-0.018,10.5976,0.000765,-0.000765
L 98-59 c,1,5,3.6906777,0.0000016,-0.0000026,0,0.0304,0.0011,-0.0012,0,2.22,0.26,-0.25,0,0.0069849,0.00081805,-0.00078659,0,0.103,0.045,-0.058,0,M3 V,3415,135,-135,0,0.303,0.026,-0.023,0,0.273,0.03,-0.03,0,-0.46,0.26,-0.26,0,[Fe/H],4.86,0.13,-0.13,0,11.685,0.017,-0.017,7.101,0.018,-0.018,10.5976,0.000765,-0.000765
L 98-59 d,1,5,7.4512,0.0007,-0.0007,0,0.0506,0.0002,-0.0002,0,2.31,0.46,-0.45,0,0.00726804,0.00144731,-0.00141585,0,0.09,,,1,M3 V,3412,49,-49,0,0.314,0.014,-0.014,0,0.312,0.031,-0.031,0,-0.5,0.5,-0.5,0,[Fe/H],4.94,0.06,-0.06,0,11.685,0.017,-0.017,7.101,0.018,-0.018,10.5976,0.000765,-0.000765
L 98-59 e,1,5,12.796,0.02,-0.019,0,0.0717,0.006,-0.0048,0,3.06,0.33,-0.37,0,0.00962784,0.0010383,-0.00116415,0,0.128,0.108,-0.076,0,M3 V,3415,135,-135,0,0.303,0.026,-0.023,0,0.273,0.03,-0.03,0,-0.46,0.26,-0.26,0,[Fe/H],4.86,0.13,-0.13,0,11.685,0.017,-0.017,7.101,0.018,-0.018,10.5976,0.000765,-0.000765
L 98-59 f,1,5,23.064,0.055,-0.055,0,0.1052,0.0033,-0.0033,0,2.8,0.3,-0.3,0,0.00880979,0.00094391,-0.00094391,0,0.044,0.027,-0.028,0,M3 V,3415,60,-60,0,0.3155,0.0062,-0.0062,0,0.2923,0.0067,-0.0067,0,-0.46,0.26,-0.26,0,[Fe/H],4.91,0.02,-0.02,0,11.685,0.017,-0.017,7.101,0.018,-0.018,10.5976,0.000765,-0.000765
LHS 1140 b,1,2,24.73712,0.00025,-0.00025,0,0.0875,0.0041,-0.0041,0,6.65,1.82,-1.82,0,0.02092314,0.00572633,-0.00572633,0,0.29,,,1,M4.5 V,3131,100,-100,0,0.186,0.013,-0.013,0,0.146,0.019,-0.019,0,-0.24,0.14,-0.14,0,[Fe/H],,,,,14.15,0.062,-0.062,8.821,0.024,-0.024,12.6706,0.000356,-0.000356
LHS 1140 c,1,2,3.77794,0.000002,-0.000002,0,0.027,0.0005,-0.0005,0,1.91,0.06,-0.06,0,0.00600953,0.00018878,-0.00018878,0,0.05,,,1,M4.5 V,3096,48,-48,0,0.2159,0.003,-0.003,0,0.1844,0.0045,-0.0045,0,-0.15,0.09,-0.09,0,[Fe/H],5.041,0.016,-0.016,0,14.15,0.062,-0.062,8.821,0.024,-0.024,12.6706,0.000356,-0.000356
LHS 1478 b,1,1,1.9495378,0.000004,-0.0000041,0,0.01848,0.00061,-0.00063,0,2.33,0.2,-0.2,0,0.007331,0.00062927,-0.00062927,0,,,,,m3 V,3381,54,-54,0,0.246,0.008,-0.008,0,0.236,0.012,-0.012,0,-0.13,0.19,-0.19,0,[Fe/H],4.87,0.06,-0.06,0,13.304,0.04,-0.04,8.767,0.022,-0.022,12.2598,0.000277,-0.000277
LHS 1678 b,2,3,0.8602325,0.0000013,-0.0000011,0,0.01239,0.00056,-0.00057,0,,,,,,,,,0.033,0.035,-0.023,0,M2.0 V,3490,50,-50,0,0.329,0.01,-0.01,0,0.345,0.014,-0.014,0,,,,,,,,,,12.6,0.2,-0.2,8.264,0.029,-0.029,11.5403,0.000509,-0.000509
LHS 1678 c,2,3,3.694247,0.0000024,-0.0000021,0,0.0331,0.0016,-0.0015,0,1.4,,,1,0.00440489,,,1,0.22,,,1,M2.0 V,3490,50,-50,0,0.329,0.01,-0.01,0,0.345,0.014,-0.014,0,,,,,,,,,,12.6,0.2,-0.2,8.264,0.029,-0.029,11.5403,0.000509,-0.000509
LHS 1678 d,2,3,4.9652229,0.0000096,-0.0000075,0,0.04,0.0018,-0.0017,0,,,,,,,,,0.036,0.06,-0.027,0,M2.0 V,3490,50,-50,0,0.329,0.01,-0.01,0,0.345,0.014,-0.014,0,,,,,,,,,,12.6,0.2,-0.2,8.264,0.029,-0.029,11.5403,0.000509,-0.000509
LHS 1815 b,1,1,3.81433,0.00003,-0.00003,0,0.0404,0.0094,-0.0094,0,8.7,,,1,0.02737312,,,1,0,,,0,M1,3643,142,-142,0,0.501,0.03,-0.03,0,0.502,0.015,-0.015,0,-0.12,0.09,-0.09,0,[Fe/H],4.77,0.03,-0.03,0,12.167,0.047,-0.047,7.993,0.02,-0.02,11.2362,0.000708,-0.000708
LHS 1903 b,1,4,2.1555098,0.0000026,-0.0000029,0,0.02656,0.00055,-0.00058,0,3.28,0.42,-0.42,0,0.01032003,0.00132147,-0.00132147,0,0.015,0.014,-0.01,0,M,3664,70,-70,0,0.539,0.014,-0.014,0,0.538,0.039,-0.03,0,-0.11,0.09,-0.09,0,[Fe/H],4.75,0.12,-0.12,0,12.23,0.035,-0.035,8.212,0.021,-0.021,11.3944,0.001371,-0.001371
LHS 1903 c,1,4,6.226185,0.000028,-0.000026,0,0.05387,0.00112,-0.00117,0,4.55,0.73,-0.69,0,0.0143159,0.00229684,-0.00217098,0,0.089,0.036,-0.03,0,M,3664,70,-70,0,0.539,0.014,-0.014,0,0.538,0.039,-0.03,0,-0.11,0.09,-0.09,0,[Fe/H],4.75,0.12,-0.12,0,12.23,0.035,-0.035,8.212,0.021,-0.021,11.3944,0.001371,-0.001371
LHS 1903 d,1,4,12.566287,0.000032,-0.000028,0,0.08604,0.00178,-0.00186,0,5.96,1.15,-1.13,0,0.01875226,0.0036183,-0.00355538,0,0.112,0.055,-0.044,0,M,3664,70,-70,0,0.539,0.014,-0.014,0,0.538,0.039,-0.03,0,-0.11,0.09,-0.09,0,[Fe/H],4.75,0.12,-0.12,0,12.23,0.035,-0.035,8.212,0.021,-0.021,11.3944,0.001371,-0.001371
LHS 1903 e,1,4,29.31773,0.00028,-0.00025,0,0.15135,0.00314,-0.00338,0,5.79,1.6,-1.61,0,0.01821738,0.00503416,-0.00506563,0,0.014,0.015,-0.01,0,M,3664,70,-70,0,0.539,0.014,-0.014,0,0.538,0.039,-0.03,0,-0.11,0.09,-0.09,0,[Fe/H],4.75,0.12,-0.12,0,12.23,0.035,-0.035,8.212,0.021,-0.021,11.3944,0.001371,-0.001371
LHS 3154 b,1,1,3.71778,0.0008,-0.00081,0,0.02262,0.00018,-0.00018,0,13.15,0.84,-0.82,0,0.04137453,0.00264294,-0.00258001,0,0.076,0.057,-0.047,0,M6.5,2861,77,-77,0,0.1405,0.0038,-0.0038,0,0.1118,0.0027,-0.0027,0,,,,,,,,,,17.65,0.2,-0.2,10.072,0.019,-0.019,14.8561,0.000566,-0.000566
LHS 3844 b,1,1,0.462929709,0.000000044,-0.000000042,0,0.00624,0.00019,-0.0002,0,2.37,0.25,-0.25,0,0.00745685,0.00078659,-0.00078659,0,0,,,0,M4.5-M5.0,3080,50,-50,0,0.189,0.006,-0.006,0,0.151,0.014,-0.014,0,0.22,0.1,-0.1,0,[Fe/H],5.07,0.04,-0.04,0,15.24,0.032,-0.032,9.145001,0.023,-0.023,13.3925,0.000738,-0.000738
LP 714-47 b,1,1,4.052037,0.000004,-0.000004,0,0.0417,0.0005,-0.0005,0,30.8,1.5,-1.5,0,0.09690715,0.0047195,-0.0047195,0,0.04,0.02,-0.02,0,M0.0 V,3950,51,-51,0,0.584,0.016,-0.016,0,0.59,0.02,-0.02,0,0.41,0.16,-0.16,0,[Fe/H],4.64,0.04,-0.04,0,12.492,0.038,-0.038,8.626,0.025,-0.025,11.7282,0.000381,-0.000381
LP 791-18 b,1,3,0.948005,0.0000058,-0.0000058,0,0.00969,0.00032,-0.00035,0,,,,,,,,,0,,,0,M(6.1+/-0.7) V,2960,55,-55,0,0.171,0.018,-0.018,0,0.139,0.005,-0.005,0,-0.09,0.19,-0.19,0,[Fe/H],5.115,0.094,-0.094,0,16.91,0.2,-0.2,10.644,0.023,-0.023,15.0715,0.001324,-0.001324
LP 791-18 c,1,3,4.9899093,0.0000074,-0.0000072,0,0.02961,0.00035,-0.00036,0,7.1,0.7,-0.7,0,0.0223391,0.00220245,-0.00220245,0,0.00008,0.00004,-0.00004,0,M(6.1 +/- 0.7) V,2960,55,-55,0,0.182,0.007,-0.007,0,0.139,0.005,-0.005,0,-0.09,0.19,-0.19,0,[Fe/H],5.115,0.094,-0.094,0,16.91,0.2,-0.2,10.644,0.023,-0.023,15.0715,0.001324,-0.001324
LP 791-18 d,1,3,2.75485,0.00013,-0.00013,0,0.01992,0.00024,-0.00024,0,0.91,0.19,-0.19,0,0.00286318,0.00059781,-0.00059781,0,0.0011,0.001,-0.0008,0,M(6.1 +/- 0.7) V,2960,55,-55,0,0.182,0.007,-0.007,0,0.139,0.005,-0.005,0,-0.09,0.19,-0.19,0,[Fe/H],5.115,0.094,-0.094,0,16.91,0.2,-0.2,10.644,0.023,-0.023,15.0715,0.001324,-0.001324
LP 890-9 b,1,2,2.7299025,0.0000034,-0.000004,0,0.01875,0.0001,-0.0001,0,13.2,,,1,0.04153184,,,1,,,,,M6 V,2850,75,-75,0,0.1556,0.0086,-0.0086,0,0.118,0.002,-0.002,0,-0.028,0.089,-0.089,0,[Fe/H],5.126,0.05,-0.047,0,18,0.2,-0.2,11.344,0.023,-0.023,15.8213,0.000763,-0.000763
LP 890-9 c,1,2,8.457463,0.000024,-0.000024,0,0.03984,0.00022,-0.00022,0,25.3,,,1,0.0796027,,,1,,,,,M6 V,2850,75,-75,0,0.1556,0.0086,-0.0086,0,0.118,0.002,-0.002,0,-0.028,0.089,-0.089,0,[Fe/H],5.126,0.05,-0.047,0,18,0.2,-0.2,11.344,0.023,-0.023,15.8213,0.000763,-0.000763
LSPM J2116+0234 b,1,1,14.4399,0.0078,-0.0087,0,0.0876,0.0022,-0.0021,0,13.3,1,-1.1,0,0.04184627,0.00314634,-0.00346097,0,0.183,0.062,-0.063,0,M3.0 V,3475,51,-51,0,0.431,0.015,-0.015,0,0.43,0.031,-0.031,0,-0.05,0.16,-0.16,0,[Fe/H],4.95,0.07,-0.07,0,11.961,0.078,-0.078,7.324,0.027,-0.027,10.8595,0.000753,-0.000753
LTT 1445 A b,3,2,5.35876,0.00001,-0.00001,0,0.022,0.003,-0.003,0,,,,,,,,,,,,,M3.0,3340,150,-150,0,0.265,0.011,-0.011,0,0.257,0.014,-0.014,0,-0.34,0.09,-0.09,0,[Fe/H],,,,,10.59,0.046,-0.046,6.496,0.021,-0.021,10.0469,0.001234,-0.001234
LTT 3780 b,2,2,0.768377,0.0000014,-0.0000014,0,0.01203,0.00054,-0.00053,0,2.34,0.24,-0.23,0,0.00736246,0.00075512,-0.00072366,0,0.064,0.075,-0.046,0,M3.5 V,3360,51,-51,0,0.382,0.012,-0.012,0,0.379,0.016,-0.016,0,0.09,0.16,-0.16,0,[Fe/H],4.81,0.04,-0.04,0,13.14,0.035,-0.035,8.204001,0.021,-0.021,11.8465,0.000477,-0.000477
LTT 3780 c,2,2,12.2519,0.0028,-0.003,0,0.07673,0.00075,-0.00077,0,8.6,1.6,-1.3,0,0.02705849,0.00503414,-0.00409024,0,0.06,0.15,-0.14,0,M4 V,3331,157,-157,0,0.374,0.011,-0.011,0,0.401,0.012,-0.012,0,0.28,0.11,-0.13,0,[Fe/H],4.896,0.029,-0.029,0,13.14,0.035,-0.035,8.204001,0.021,-0.021,11.8465,0.000477,-0.000477
LTT 9779 b,1,1,0.792052,0.0000093,-0.0000093,0,0.01679,0.00014,-0.00012,0,29.32,0.78,-0.81,0,0.09225057,0.00245414,-0.00254853,0,0,,,0,G7 V,5443,14,-13,0,0.949,0.006,-0.006,0,1.02,0.02,-0.03,0,0.27,0.03,-0.03,0,[Fe/H],4.35,0.16,-0.12,0,9.79,0.03,-0.03,8.016,0.029,-0.029,9.60006,0.00029,-0.00029
MASCARA-1 b,1,1,2.14878,0.000008,-0.000008,0,0.043,0.005,-0.005,0,1175.971,286.047,-286.047,0,3.7,0.9,-0.9,0,0,,,0,A8,7554,150,-150,0,2.1,0.2,-0.2,0,1.72,0.07,-0.07,0,0,,,0,[Fe/H],4,,,0,8.28,0.03,-0.03,7.74,0.017,-0.017,8.24243,0.000327,-0.000327
MASCARA-4 b,2,1,2.82406,0.00003,-0.00003,0,0.047,0.004,-0.004,0,985.273,286.047,-286.047,0,3.1,0.9,-0.9,0,0,,,0,A7 V,7800,200,-200,0,1.92,0.11,-0.11,0,1.75,0.05,-0.05,0,0,,,0,[Fe/H],4.1,0.05,-0.05,0,8.191,0.002,-0.002,7.75,0.023,-0.023,8.17401,0.000379,-0.000379
NGC 2682 Sand 1429 b,1,1,77.48,0.18,-0.19,0,0.384,0.004,-0.004,0,572.0911326,63.5656814,-63.5656814,0,1.8,0.2,-0.2,0,0,,,0,F9.5 V,6000,40,-40,0,2.13,0.04,-0.04,0,1.26,0.04,-0.04,0,-0.013,0.023,-0.023,0,[Fe/H],4.01,0.16,-0.16,0,12.704,0.057,-0.057,11.306,0.018,-0.018,12.5858,0.000178,-0.000178
NGTS-1 b,1,1,2.647298,0.00002,-0.00002,0,0.0326,0.0047,-0.0045,0,258.07796,20.97678,-23.83725,0,0.812,0.066,-0.075,0,0.016,0.023,-0.012,0,M0.5,3916,71,-63,0,0.573,0.077,-0.077,0,0.617,0.023,-0.062,0,0,,,0,[M/H],4.71,0.23,-0.23,0,15.667,0.137,-0.137,11.936,0.027,-0.027,14.8661,0.000487,-0.000487
NGTS-10 b,1,1,0.7668944,0.0000003,-0.0000003,0,0.0143,0.001,-0.001,0,687.14846,29.24036,-34.00781,0,2.162,0.092,-0.107,0,0,,,0,K5 V,4600,150,-150,0,0.697,0.036,-0.036,0,0.696,0.04,-0.04,0,-0.02,0.12,-0.12,0,[M/H],4.595,0.019,-0.019,0,14.506,0.114,-0.114,11.728,0.025,-0.025,14.2604,0.003377,-0.003377
NGTS-11 b,1,1,35.45533,0.00019,-0.00019,0,0.201,0.0021,-0.0022,0,109.33352,29.24036,-23.20159,0,0.344,0.092,-0.073,0,0.13,0.1,-0.09,0,K,5050,80,-80,0,0.832,0.013,-0.013,0,0.862,0.028,-0.028,0,0.22,0.08,-0.08,0,[Fe/H],4.5,0.1,-0.1,0,12.456,0.08,-0.08,10.315,0.025,-0.025,12.1895,0.000208,-0.000208
NGTS-12 b,1,1,7.532806,0.000048,-0.000048,0,0.0757,0.0014,-0.0014,0,66.10864,6.99226,-6.99226,0,0.208,0.022,-0.022,0,0,,,0,G,5690,130,-130,0,1.589,0.04,-0.04,0,1.021,0.056,-0.049,0,-0.03,0.11,-0.11,0,[Fe/H],4.045,0.038,-0.038,0,12.382,0.046,-0.046,10.588,0.021,-0.021,12.1279,0.000201,-0.000201
NGTS-14 A b,2,1,3.5357173,0.0000069,-0.0000069,0,0.0403,0.0071,-0.0071,0,29.24036,3.81396,-3.81396,0,0.092,0.012,-0.012,0,0,,,0,K1 V,5187,11,-11,0,0.842,0.006,-0.006,0,0.898,0.035,-0.035,0,0.1,0.03,-0.03,0,[Fe/H],4.2,0.04,-0.04,0,13.268,0.092,-0.092,11.305,0.027,-0.027,13.0986,0.000518,-0.000518
NGTS-15 b,1,1,3.27623,0.00001,-0.00001,0,0.0441,0.0046,-0.0046,0,238.6891337,32.41849751,-27.96889982,0,0.751,0.102,-0.088,0,0,,,0,G6 V,5600,150,-150,0,0.954,0.082,-0.082,0,0.995,0.025,-0.025,0,0.15,0.1,-0.1,0,[Fe/H],4.4,0.12,-0.13,0,14.669,0.149,-0.149,12.907,0.036,-0.036,14.4299,0.000341,-0.000341
NGTS-16 b,1,1,4.84532,0.00002,-0.00002,0,0.0523,0.0064,-0.0064,0,211.9915475,49.8990599,-40.9998645,0,0.667,0.157,-0.129,0,0,,,0,G7 V,5550,150,-150,0,1.213,0.11,-0.107,0,1.002,0.031,-0.031,0,0.35,0.1,-0.1,0,[Fe/H],4.35,0.18,-0.16,0,14.529,0.103,-0.103,12.647,0.033,-0.033,14.2311,0.000215,-0.000215
NGTS-17 b,1,1,3.24253,0.00001,-0.00001,0,0.0391,0.0043,-0.0043,0,242.820903,61.97653937,-52.12385875,0,0.764,0.195,-0.164,0,0,,,0,G4 V,5650,100,-100,0,1.337,0.125,-0.125,0,1.025,0.034,-0.033,0,0.15,0.1,-0.1,0,[Fe/H],4,0.12,-0.12,0,14.412,0.126,-0.126,12.724,0.029,-0.029,14.2136,0.000369,-0.000369
NGTS-18 b,1,1,3.05125,0.00001,-0.00001,0,0.0448,0.0068,-0.0068,0,129.9918185,25.74410097,-20.02318964,0,0.409,0.081,-0.063,0,0,,,0,G5 V,5610,150,-150,0,1.392,0.209,-0.209,0,1.003,0.03,-0.025,0,0.15,0.1,-0.1,0,[Fe/H],4.16,0.07,-0.07,0,14.588,0.126,-0.126,12.87,0.032,-0.032,14.3896,0.000293,-0.000293
NGTS-2 b,1,1,4.511164,0.000061,-0.000061,0,0.063,0.0024,-0.003,0,235.1942,41.3179,-38.1396,0,0.74,0.13,-0.12,0,0,,,0,F5 V,6478,94,-89,0,1.702,0.047,-0.044,0,1.64,0.19,-0.22,0,-0.06,0.09,-0.09,0,[Fe/H],4.197,0.03,-0.059,0,10.789,0.009,-0.009,9.799,0.023,-0.023,10.8605,0.000505,-0.000505
NGTS-20 b,1,1,54.18915,0.00015,-0.00015,0,0.313,0.013,-0.013,0,947.1286529,50.85254512,-47.67426105,0,2.98,0.16,-0.15,0,0.432,0.023,-0.023,0,G1 IV,5980,80,-80,0,1.78,0.05,-0.05,0,1.47,0.09,-0.09,0,0.15,0.08,-0.08,0,[Fe/H],3.8,0.2,-0.2,0,11.233,0.011,-0.011,9.83,0.019,-0.019,11.0313,0.000404,-0.000404
NGTS-21 b,1,1,1.5433897,0.0000016,-0.0000016,0,0.0236,0.0005,-0.0005,0,750.0750405,66.74396547,-66.74396547,0,2.36,0.21,-0.21,0,0,,,0,K3 V,4660,41,-41,0,0.86,0.04,-0.04,0,0.72,0.04,-0.04,0,-0.26,0.07,-0.07,0,[Fe/H],4.63,0.34,-0.34,0,15.506,0.103,-0.103,12.951,0.029,-0.029,15.224,0.000406,-0.000406
NGTS-23 b,1,1,4.0764326,0.0000041,-0.0000041,0,0.0504,0.012,-0.012,0,194.8288135,30.82935548,-30.82935548,0,0.613,0.097,-0.097,0,0,,,0,F9 V,6057,64,-64,0,1.24,0.03,-0.03,0,1.01,0.06,-0.07,0,-0.26,0.11,-0.11,0,[Fe/H],4.04,0.15,-0.15,0,14.126,0.16,-0.16,12.73,0.036,-0.036,13.9535,0.00027,-0.00027
NGTS-24 b,1,1,3.4678796,0.000007,-0.000007,0,0.0479,0.0028,-0.003,0,165.2707716,38.13940884,-34.96112477,0,0.52,0.12,-0.11,0,0,,,0,G2 IV,5820,93,-8,0,1.64,0.03,-0.09,0,1.26,0.05,-0.21,0,0.27,0.18,-0.03,0,[Fe/H],4.09,0.05,-0.04,0,13.214,0.103,-0.103,11.51,0.021,-0.021,13.0525,0.000328,-0.000328
NGTS-25 b,1,1,2.823093,0.0000033,-0.0000033,0,0.0388,0.0014,-0.002,0,203.0923521,18.43404761,-16.52707716,0,0.639,0.058,-0.052,0,0,,,0,K0 V,5321,58,-58,0,0.86,0.02,-0.05,0,0.91,0.03,-0.04,0,0.12,0.05,-0.05,0,[Fe/H],4.48,0.14,-0.14,0,14.333,0.114,-0.114,12.324,0.023,-0.023,14.0864,0.000349,-0.000349
NGTS-3 A b,2,1,1.6753728,0.000003,-0.000003,0,0.023,0.007,-0.005,0,756.4354,82.6358,-82.6358,0,2.38,0.26,-0.26,0,,,,,G6 V,5600,150,-150,0,0.93,0.23,-0.23,0,1.017,0.093,-0.093,0,0.12,0.15,-0.15,0,[Fe/H],,,,,14.669,0.057,-0.057,12.814,0.03,-0.03,14.4878,0.000589,-0.000589
NGTS-34 b,1,1,43.12655,0.00012,-0.00017,0,0.257,0.018,-0.018,0,19.1,4.9,-4.5,0,0.06009532,0.01541712,-0.01415858,0,,,,,F8 V,6134,55,-50,0,1.367,0.061,-0.061,0,1.266,0.063,-0.081,0,0.228,0.084,-0.085,0,[Fe/H],4.22,0.1,-0.11,0,9.229,0.002,-0.002,7.925,0.021,-0.021,9.13346,0.000196,-0.000196
NGTS-35 b,1,1,25.241192,0.000022,-0.000022,0,0.16,0.011,-0.011,0,152,22,-19,0,0.47824548,0.06921974,-0.05978069,0,0.192,0.037,-0.033,0,K3.5 V,4717,18,-84,0,0.753,0.051,-0.033,0,0.789,0.035,-0.048,0,0.085,0.071,-0.11,0,[Fe/H],4.57,0.11,-0.14,0,13.059,0.092,-0.092,10.556,0.022,-0.022,12.7159,0.000343,-0.000343
NGTS-5 b,1,1,3.3569866,0.0000026,-0.0000026,0,0.0382,0.0013,-0.0013,0,72.78307,11.75971,-11.75971,0,0.229,0.037,-0.037,0,0,,,0,K2 V,4987,41,-41,0,0.739,0.014,-0.012,0,0.661,0.068,-0.061,0,0.12,0.1,-0.1,0,[Fe/H],4.52,0.037,-0.037,0,13.789,0.092,-0.092,11.612,0.025,-0.025,13.526,0.000352,-0.000352
NGTS-8 b,1,1,2.4997,0.00001,-0.00001,0,0.035,0.001,-0.001,0,295.5819,12.7132,-9.5349,0,0.93,0.04,-0.03,0,0.01,0.014,-0.01,0,K0 V,5241,50,-50,0,0.98,0.02,-0.02,0,0.89,0.05,-0.04,0,0.24,0.09,-0.09,0,[Fe/H],4.41,0.03,-0.03,0,13.69,0.103,-0.103,11.642,0.021,-0.021,13.4954,0.000304,-0.000304
NGTS-9 b,1,1,4.43527,0.00002,-0.00002,0,0.058,0.003,-0.002,0,921.707,54.0311,-54.0311,0,2.9,0.17,-0.17,0,0.06,0.076,-0.052,0,F8 V,6330,130,-130,0,1.38,0.04,-0.04,0,1.34,0.05,-0.05,0,0.31,0.15,-0.15,0,[Fe/H],4.37,0.2,-0.2,0,12.868,0.057,-0.057,11.452,0.024,-0.024,12.6547,0.000237,-0.000237
PDS 70 b,1,2,43500.00000000000,,,0,22,,,0,2542.64,1906.98,-1906.98,0,8,6,-6,0,,,,,K7,3972,36,-36,0,1.26,0.15,-0.15,0,0.76,0.02,-0.02,0,,,,,,,,,,12.032,0.08,-0.08,8.542,0.023,-0.023,11.5848,0.002437,-0.002437
PH1 b,4,1,138.317,0.04,-0.027,0,0.652,0.012,-0.012,0,169,,,1,0.531,,,1,0.0702,0.0029,-0.0039,0,F,6407,150,-150,0,1.734,0.044,-0.044,0,1.528,0.087,-0.087,0,0.21,0.08,-0.08,0,[Fe/H],4.14,,,0,13.841,0.149,-0.149,12.395,0.021,-0.021,13.6988,0.001604,-0.001604
PH2 b,1,1,282.5254,0.0001,-0.00011,0,0.824,0.019,-0.017,0,108.81,29.79,-32.29,0,0.34235455,0.09372982,-0.1015957,0,0.28,0.121,-0.133,0,G3,5711,60,-59,0,0.961,0.016,-0.015,0,0.958,0.034,-0.034,0,-0.03,0.04,-0.04,0,[Fe/H],4.45,0.02,-0.02,0,12.645,0.046,-0.046,11.116,0.022,-0.022,12.5811,0.000185,-0.000185
POTS-1 b,1,1,3.1606296,0.00000157,-0.00000157,0,0.03734,0.0009,-0.0009,0,734.16,244.72,-244.72,0,2.31,0.77,-0.77,0,,,,,K5 V,4400,200,-200,0,0.588,0.02,-0.028,0,0.695,0.05,-0.05,0,-0.03,0.15,-0.15,0,[Fe/H],4.63,0.05,-0.05,0,17.9083,0.0474,-0.0474,14.244,0.077,-0.077,17.2604,0.000824,-0.000824
